id,plotid,site,cluster,plot,longitude,latitude,predsoc_stock_20cm,predsoc_stock_30cm,isda SOC stock 20cm,iSDA stock uncertainty,soilGrids SOC stock 30cm,soilGrids uncertainty,OLM 2017 SOC stock 30cm,SA SOC stock 30cm,ADMIN,LDSF_quantity_SOCstock,quartiles,Vegetation,GPW
158,ketane_8_7_2018,ketane,8,7,27.9924,-29.7209,54.14765525,121.8322243,50.87508307,28.64377947,62,29,60,117,Lesotho,High,Q4,grassland,Natural
159,ketane_8_8_2018,ketane,8,8,27.9894,-29.724,67.35498748,151.5487218,41.9049147,16.3928539,63,25,70,113.0999985,Lesotho,High,Q4,wooded_grassland,Natural
160,ketane_8_9_2018,ketane,8,9,27.9906,-29.7234,53.1057261,119.4878837,45.80528861,25.87198553,64,25,70,116.9000015,Lesotho,High,Q4,wooded_grassland,Other
161,ketane_9_10_2018,ketane,9,10,28.0158,-29.7802,39.01360926,87.78062084,43.62232924,24.72260512,56,29,80,115.199997,Lesotho,High,Q3,grassland,Natural
162,ketane_9_13_2018,ketane,9,13,28.0107,-29.7805,19.95078473,44.88926564,43.96581215,33.47196589,57,28,80,107,Lesotho,Low,Q2,grassland,Natural
163,ketane_9_15_2018,ketane,9,15,28.0136,-29.7831,43.79341512,98.53518402,39.2294028,29.86222346,57,30,80,106.4000015,Lesotho,High,Q3,grassland,Natural
164,ketane_9_1_2018,ketane,9,1,28.0161,-29.7802,53.36262227,120.0659001,39.84718867,30.56693735,56,29,80,109.9000015,Lesotho,High,Q4,grassland,Natural
165,ketane_9_3_2018,ketane,9,3,28.0103,-29.7799,46.84502289,105.4013015,43.62232924,33.21942211,57,28,80,109.3000031,Lesotho,High,Q3,grassland,Natural
166,ketane_9_6_2018,ketane,9,6,28.0164,-29.7792,51.63286071,116.1739366,34.6993293,13.46168805,56,29,60,108.9000015,Lesotho,High,Q4,grassland,Natural
167,ketane_9_7_2018,ketane,9,7,28.014,-29.7831,54.6301506,122.9178389,38.92050986,29.72138126,57,30,80,113.199997,Lesotho,High,Q4,grassland,Natural
168,ketane_9_8_2018,ketane,9,8,28.0152,-29.7807,50.00732351,112.5164779,39.2294028,30.10883078,56,29,80,115.0999985,Lesotho,High,Q4,grassland,Natural
169,ketane_9_9_2018,ketane,9,9,28.0145,-29.7825,32.32843301,72.73897426,43.96581215,33.29703335,58,30,80,112,Lesotho,High,Q2,grassland,Natural
170,kubosouth_13_1_2019,kubosouth,13,1,39.4545,-4.37192,17.95137556,40.390595,24.23029262,9.08941057,35,26,30,,Kenya,Low,Q2,grassland,Cultivated
171,kubosouth_14_10_2019,kubosouth,14,10,39.4506,-4.35672,14.28701897,32.14579267,25.12771086,9.46376799,38,23,30,,Kenya,Low,Q1,wooded_grassland,Cultivated
172,kubosouth_14_2_2019,kubosouth,14,2,39.4512,-4.36118,17.21850424,38.74163454,27.66396681,10.30796001,36,23,30,,Kenya,Low,Q1,grassland,Cultivated
173,kubosouth_14_5_2019,kubosouth,14,5,39.4492,-4.36009,12.86691778,28.95056501,22.14903726,8.37896542,37,24,30,,Kenya,Low,Q1,grassland,Cultivated
174,kubosouth_14_7_2019,kubosouth,14,7,39.45,-4.36259,12.99993001,29.24984253,23.87132532,9.30882144,36,24,30,,Kenya,Low,Q1,grassland,Cultivated
175,kubosouth_14_9_2019,kubosouth,14,9,39.4457,-4.3587,17.34499626,39.02624159,21.18603564,12.45205497,33,26,30,,Kenya,Low,Q1,grassland,Other
176,kubosouth_15_1_2019,kubosouth,15,1,39.4451,-4.32871,14.44480799,32.50081797,24.40977626,13.94611431,39,32,40,,Kenya,Low,Q1,grassland,Cultivated
177,kubosouth_15_2_2019,kubosouth,15,2,39.4487,-4.33205,14.21529668,31.98441754,24.05080897,13.83665764,35,31,40,,Kenya,Low,Q1,grassland,Other
178,kubosouth_15_8_2019,kubosouth,15,8,39.4468,-4.32941,14.03012279,31.56777628,26.66164917,15.38433017,40,30,50,,Kenya,Low,Q1,wooded_grassland,Other
179,kubosouth_3_9_2019,kubosouth,3,9,39.3855,-4.33613,11.75196231,26.44191519,22.63053807,8.46608772,35,27,40,,Kenya,Low,Q1,grassland,Cultivated
180,kubosouth_4_10_2019,kubosouth,4,10,39.3877,-4.31225,16.28481053,36.64082369,21.18603564,8.08099212,37,28,50,,Kenya,Low,Q1,grassland,Other
181,kubosouth_4_6_2019,kubosouth,4,6,39.3937,-4.31738,9.96151334,22.41340501,24.58925991,9.26458556,35,31,30,,Kenya,Low,Q1,wooded_grassland,Other
182,kubosouth_4_7_2019,kubosouth,4,7,39.3932,-4.31734,9.42033612,21.19575626,24.94822721,9.39736525,35,31,30,,Kenya,Low,Q1,wooded_grassland,Cultivated
183,kubosouth_5_1_2019,kubosouth,5,1,39.4099,-4.38358,10.46878548,23.55476732,21.98853699,8.37522738,39,30,40,,Kenya,Low,Q1,grassland,Other
184,kubosouth_5_3_2019,kubosouth,5,3,39.4065,-4.3839,11.4468166,25.75533734,27.46350328,15.80217245,36,28,40,,Kenya,Low,Q1,grassland,Cultivated
185,kubosouth_5_4_2019,kubosouth,5,4,39.4054,-4.38192,11.0477799,24.85750477,24.58925991,9.35283267,36,29,40,,Kenya,Low,Q1,grassland,Cultivated
186,kubosouth_6_10_2019,kubosouth,6,10,39.4076,-4.36021,18.49516086,41.61411193,24.94822721,9.35613855,32,29,30,,Kenya,Low,Q2,grassland,Other
187,kubosouth_6_1_2019,kubosouth,6,1,39.4074,-4.36031,20.55163429,46.24117716,22.14903726,8.3187985,33,29,30,,Kenya,Low,Q2,grassland,Other
188,kubosouth_8_10_2019,kubosouth,8,10,39.409,-4.3163,10.43096827,23.46967862,19.34865876,3.71477656,35,28,30,,Kenya,Low,Q1,grassland,Cultivated
189,kubosouth_8_5_2019,kubosouth,8,5,39.4083,-4.31508,9.32383705,20.97863336,24.76874356,9.33097104,35,28,50,,Kenya,Low,Q1,grassland,Cultivated
190,kubosouth_8_7_2019,kubosouth,8,7,39.4063,-4.31396,7.03785231,15.8351677,25.12771086,9.38686622,34,30,40,,Kenya,Low,Q1,wooded_grassland,Other
191,kubosouth_9_12_2019,kubosouth,9,12,39.4333,-4.37316,11.88497454,26.74119271,24.40977626,9.22443843,39,31,40,,Kenya,Low,Q1,grassland,Other
192,linakeng_10_1_2018,linakeng,10,1,28.7974,-29.5157,22.50900057,50.64525129,36.64249174,13.48873152,50,28,50,63.29999924,Lesotho,Low,Q2,grassland,Natural
193,linakeng_10_3_2018,linakeng,10,3,28.7965,-29.5142,24.50418405,55.13441412,40.1560816,22.28049905,54,28,50,70.90000153,Lesotho,Low,Q2,grassland,Natural
194,linakeng_11_12_2018,linakeng,11,12,28.7986,-29.4936,22.24819227,50.05843261,40.77386747,15.19230769,53,34,30,81.80000305,Lesotho,Low,Q2,grassland,Natural
195,linakeng_11_14_2018,linakeng,11,14,28.7945,-29.4943,14.24528964,32.05190168,36.64249174,13.68440477,47,33,30,75.80000305,Lesotho,Low,Q1,grassland,Natural
196,linakeng_11_1_2018,linakeng,11,1,28.7951,-29.4939,20.53337771,46.20009985,36.64249174,13.68440477,47,36,30,82.59999847,Lesotho,Low,Q2,grassland,Natural
197,linakeng_11_9_2018,linakeng,11,9,28.7975,-29.496,23.17145365,52.13577071,39.53829573,22.18940343,51,34,30,85.5,Lesotho,Low,Q2,grassland,Natural
198,linakeng_12_15_2018,linakeng,12,15,28.8013,-29.4746,21.485328,48.341988,41.39165334,22.99927009,50,37,30,78.90000153,Lesotho,Low,Q2,grassland,Natural
199,linakeng_12_8_2018,linakeng,12,8,28.7985,-29.477,21.76048076,48.9610817,39.84718867,22.49884466,46,36,50,76.80000305,Lesotho,Low,Q2,grassland,Natural
200,linakeng_13_13_2018,linakeng,13,13,28.8344,-29.5207,31.41385895,70.68118264,36.36489711,36.07495211,49,34,50,67,Lesotho,Low,Q2,grassland,Natural
201,linakeng_13_15_2018,linakeng,13,15,28.8227,-29.5262,16.57952391,37.30392879,32.65499366,18.64068092,46,26,30,72,Lesotho,Low,Q1,grassland,Natural
202,linakeng_13_1_2018,linakeng,13,1,28.8271,-29.5263,23.10912252,51.99552567,35.80970784,35.62396334,47,33,30,76.80000305,Lesotho,Low,Q2,wooded_grassland,Natural
203,linakeng_13_2_2018,linakeng,13,2,28.8369,-29.5171,32.7110334,73.59982515,36.36489711,36.1347127,51,32,50,73.69999695,Lesotho,High,Q2,grassland,Natural
204,linakeng_13_3_2018,linakeng,13,3,28.8376,-29.5198,28.77622398,64.74650396,40.1560816,39.56985975,48,32,50,77.80000305,Lesotho,Low,Q2,grassland,Natural
205,linakeng_13_6_2018,linakeng,13,6,28.8374,-29.5176,33.30322174,74.93224891,36.36489711,36.1347127,48,32,50,79.90000153,Lesotho,High,Q2,grassland,Natural
206,linakeng_13_7_2018,linakeng,13,7,28.8243,-29.5254,22.33947518,50.26381915,36.64249174,27.95391447,46,32,50,75.40000153,Lesotho,Low,Q2,grassland,Natural
207,linakeng_13_9_2018,linakeng,13,9,28.8228,-29.526,24.77288975,55.73900194,37.19768101,20.92056954,46,26,30,75.30000305,Lesotho,Low,Q2,grassland,Natural
208,linakeng_14_5_2018,linakeng,14,5,28.8212,-29.5075,31.56035257,71.01079328,39.53829573,30.4571324,54,32,60,91.80000305,Lesotho,High,Q2,grassland,Natural
209,linakeng_15_10_2018,linakeng,15,10,28.8211,-29.4948,26.8314492,60.37076071,40.46497454,22.82651377,65,25,50,81,Lesotho,Low,Q2,grassland,Natural
210,linakeng_15_12_2018,linakeng,15,12,28.8256,-29.4921,29.13092327,65.54457735,43.62232924,24.16513412,65,26,70,91,Lesotho,Low,Q2,grassland,Natural
211,linakeng_15_14_2018,linakeng,15,14,28.8225,-29.4958,43.7793154,98.50345965,43.96581215,25.20602675,65,25,50,80.69999695,Lesotho,High,Q3,grassland,Natural
212,linakeng_15_2_2018,linakeng,15,2,28.8217,-29.4947,29.482197,66.33494324,44.99626087,34.36072019,65,25,50,78.69999695,Lesotho,Low,Q2,grassland,Natural
213,linakeng_15_3_2018,linakeng,15,3,28.8239,-29.4931,21.16844592,47.62900332,44.30929505,24.66707813,66,25,50,83.5,Lesotho,Low,Q2,grassland,Natural
214,linakeng_15_5_2018,linakeng,15,5,28.8249,-29.4942,40.18137087,90.40808446,49.24068525,37.14157356,63,26,50,89.5,Lesotho,High,Q3,grassland,Natural
215,linakeng_15_7_2018,linakeng,15,7,28.8273,-29.4982,28.62886729,64.41495141,44.99626087,25.1058961,65,25,50,88.40000153,Lesotho,Low,Q2,grassland,Natural
216,linakeng_15_8_2018,linakeng,15,8,28.8235,-29.4981,35.02127869,78.79787704,43.62232924,33.42654222,66,25,50,81.69999695,Lesotho,High,Q3,grassland,Natural
217,linakeng_16_11_2018,linakeng,16,11,28.8236,-29.4768,39.15460649,88.0978646,44.99626087,24.84134059,54,31,50,83.30000305,Lesotho,High,Q3,grassland,Natural
218,linakeng_16_14_2018,linakeng,16,14,28.8293,-29.4815,50.09599098,112.7159797,52.14696015,39.21316929,56,33,50,93.59999847,Lesotho,High,Q4,wooded_grassland,Natural
219,linakeng_16_1_2018,linakeng,16,1,28.8252,-29.4753,25.40737725,57.16659882,45.33974378,25.084628,54,31,50,88.19999695,Lesotho,Low,Q2,grassland,Natural
220,linakeng_16_2_2018,linakeng,16,2,28.8245,-29.4794,43.38409677,97.61421774,46.95042082,35.83991749,57,33,50,91.90000153,Lesotho,High,Q3,wooded_grassland,Natural
221,linakeng_16_4_2018,linakeng,16,4,28.8239,-29.4817,44.0331104,99.0744984,42.59188052,32.46221047,57,33,70,96.30000305,Lesotho,High,Q3,wooded_grassland,Natural
222,linakeng_16_5_2018,linakeng,16,5,28.8228,-29.4797,35.55984782,80.0096576,42.24839761,32.42352117,57,31,50,93.09999847,Lesotho,High,Q3,grassland,Natural
223,linakeng_16_6_2018,linakeng,16,6,28.827,-29.4812,41.8479359,94.15785577,47.33213156,35.74166541,55,33,80,99.59999847,Lesotho,High,Q3,wooded_grassland,Natural
224,linakeng_16_7_2018,linakeng,16,7,28.8283,-29.4814,41.61581651,93.63558715,46.95042082,35.46187551,56,33,70,99.59999847,Lesotho,High,Q3,wooded_grassland,Natural
225,linakeng_16_9_2018,linakeng,16,9,28.8295,-29.4802,48.98211292,110.2097541,42.24839761,23.64844627,59,27,50,97.19999695,Lesotho,High,Q3,wooded_grassland,Natural
226,linakeng_1_10_2018,linakeng,1,10,28.7595,-29.5353,30.93962882,69.61416484,34.97692393,35.21460371,45,28,30,76.90000153,Lesotho,Low,Q2,wooded_grassland,Natural
227,linakeng_2_10_2018,linakeng,2,10,28.7653,-29.5162,22.46857529,50.55429439,35.80970784,35.62396334,45,28,30,63.40000153,Lesotho,Low,Q2,grassland,Natural
228,linakeng_2_14_2018,linakeng,2,14,28.7653,-29.5194,16.96552019,38.17242043,33.15354319,32.9869074,45,31,30,66,Lesotho,Low,Q1,grassland,Natural
229,linakeng_2_3_2018,linakeng,2,3,28.7633,-29.5173,29.46345385,66.29277116,32.65499366,32.66662105,45,28,30,81.19999695,Lesotho,Low,Q2,wooded_grassland,Natural
230,linakeng_3_3_2018,linakeng,3,3,28.7552,-29.4988,27.90251618,62.78066141,36.92008638,20.95349245,44,27,30,77,Lesotho,Low,Q2,grassland,Natural
231,linakeng_4_14_2018,linakeng,4,14,28.7584,-29.4827,24.90713288,56.04104897,29.74543393,17.09049149,38,23,30,68.80000305,Lesotho,Low,Q2,grassland,Natural
232,linakeng_4_9_2018,linakeng,4,9,28.761,-29.4818,28.67146296,64.51079167,29.96908381,17.21405796,37,21,30,63,Lesotho,Low,Q2,grassland,Natural
233,linakeng_4_9_2018,linakeng,4,9,28.761,-29.4818,28.67146296,64.51079167,29.96908381,17.21405796,37,21,30,63,Lesotho,Low,Q2,grassland,Natural
234,linakeng_4_9_2018,linakeng,4,9,28.761,-29.4818,28.67146296,64.51079167,29.96908381,17.21405796,37,21,30,63,Lesotho,Low,Q2,grassland,Natural
235,linakeng_4_9_2018,linakeng,4,9,28.761,-29.4818,28.67146296,64.51079167,29.96908381,17.21405796,37,21,30,63,Lesotho,Low,Q2,grassland,Natural
236,linakeng_5_11_2018,linakeng,5,11,28.7829,-29.5298,12.2201132,27.4952547,29.74543393,23.0328928,48,23,30,62.79999924,Lesotho,Low,Q1,grassland,Natural
237,linakeng_5_15_2018,linakeng,5,15,28.7799,-29.5355,24.02560447,54.05761006,31.65789462,31.76270334,46,25,40,82.59999847,Lesotho,Low,Q2,wooded_grassland,Natural
238,linakeng_5_1_2018,linakeng,5,1,28.7812,-29.5361,19.50057685,43.87629791,31.90716938,24.64487176,46,25,40,75.19999695,Lesotho,Low,Q2,wooded_grassland,Natural
239,linakeng_5_3_2018,linakeng,5,3,28.786,-29.5343,16.48302484,37.08680588,32.15644414,12.19725907,45,24,30,78.69999695,Lesotho,Low,Q1,wooded_grassland,Natural
240,linakeng_5_4_2018,linakeng,5,4,28.7783,-29.5357,11.41421556,25.68198501,28.85083442,29.11267759,46,26,30,69.5,Lesotho,Low,Q1,wooded_grassland,Natural
241,linakeng_5_5_2018,linakeng,5,5,28.7796,-29.5355,28.25460738,63.57286662,31.90716938,32.00666522,46,26,40,82.59999847,Lesotho,Low,Q2,wooded_grassland,Natural
242,linakeng_5_9_2018,linakeng,5,9,28.7834,-29.5323,21.06281856,47.39134175,31.90716938,18.18065711,47,23,50,68,Lesotho,Low,Q2,wooded_grassland,Natural
243,linakeng_6_10_2018,linakeng,6,10,28.7874,-29.5207,25.14316439,56.57211987,35.80970784,27.32930724,51,31,50,54.90000153,Lesotho,Low,Q2,grassland,Natural
244,linakeng_6_11_2018,linakeng,6,11,28.7806,-29.5194,52.36604627,117.8236041,39.53829573,39.05381858,51,32,50,87.40000153,Lesotho,High,Q4,grassland,Natural
245,linakeng_6_14_2018,linakeng,6,14,28.7801,-29.5182,24.33857078,54.76178427,39.53829573,39.05381858,51,32,50,63.40000153,Lesotho,Low,Q2,grassland,Natural
246,linakeng_6_15_2018,linakeng,6,15,28.7812,-29.5211,34.65679508,77.97778892,43.27884633,53.40932319,51,31,50,97.19999695,Lesotho,High,Q2,wooded_grassland,Other
247,linakeng_6_1_2018,linakeng,6,1,28.7828,-29.5181,25.64782844,57.707614,39.84718867,39.23256433,51,32,50,65.40000153,Lesotho,Low,Q2,grassland,Natural
248,linakeng_6_2_2018,linakeng,6,2,28.7813,-29.5181,26.8188577,60.34242983,39.84718867,39.23256433,51,32,50,61.59999847,Lesotho,Low,Q2,grassland,Natural
249,linakeng_6_5_2018,linakeng,6,5,28.787,-29.5215,30.38457922,68.36530325,38.30272399,38.00566604,51,31,50,69.69999695,Lesotho,Low,Q2,wooded_grassland,Natural
250,linakeng_6_9_2018,linakeng,6,9,28.786,-29.5202,26.10945913,58.74628304,39.53829573,38.97066251,50,31,50,63.5,Lesotho,Low,Q2,wooded_grassland,Natural
251,linakeng_7_11_2018,linakeng,7,11,28.7763,-29.4949,20.64813336,46.45830007,29.96908381,30.0697233,43,29,30,72.80000305,Lesotho,Low,Q2,grassland,Natural
252,linakeng_7_12_2018,linakeng,7,12,28.7814,-29.4896,18.50298511,41.63171649,33.90136747,33.72492139,49,36,30,63.59999847,Lesotho,Low,Q2,grassland,Natural
253,linakeng_7_12_2018,linakeng,7,12,28.7814,-29.4896,18.50298511,41.63171649,33.90136747,33.72492139,49,36,30,63.59999847,Lesotho,Low,Q2,grassland,Natural
254,linakeng_7_12_2018,linakeng,7,12,28.7814,-29.4896,18.50298511,41.63171649,33.90136747,33.72492139,49,36,30,63.59999847,Lesotho,Low,Q2,grassland,Natural
255,linakeng_7_12_2018,linakeng,7,12,28.7814,-29.4896,18.50298511,41.63171649,33.90136747,33.72492139,49,36,30,63.59999847,Lesotho,Low,Q2,grassland,Natural
256,linakeng_7_13_2018,linakeng,7,13,28.7779,-29.4954,24.11818777,54.26592249,30.86368333,30.85516169,41,30,30,67.90000153,Lesotho,Low,Q2,wooded_grassland,Natural
257,linakeng_7_14_2018,linakeng,7,14,28.7785,-29.4954,40.37567305,90.84526437,36.92008638,36.67911653,41,30,30,70.09999847,Lesotho,High,Q3,wooded_grassland,Natural
258,linakeng_7_1_2018,linakeng,7,1,28.7777,-29.4923,30.07438533,67.667367,36.36489711,36.24011977,41,30,30,84.90000153,Lesotho,Low,Q2,wooded_grassland,Natural
259,linakeng_7_2_2018,linakeng,7,2,28.7786,-29.4929,30.58197533,68.8094445,36.92008638,45.96708118,41,30,30,79.5,Lesotho,Low,Q2,wooded_grassland,Natural
260,linakeng_7_3_2018,linakeng,7,3,28.7807,-29.4893,14.78385877,33.26368224,37.75287028,37.43833103,49,32,40,67.09999847,Lesotho,Low,Q1,grassland,Natural
261,linakeng_7_7_2018,linakeng,7,7,28.78,-29.4939,22.06301838,49.64179136,36.64249174,45.62470287,49,36,30,85,Lesotho,Low,Q2,wooded_grassland,Natural
262,linakeng_7_8_2018,linakeng,7,8,28.7773,-29.495,17.86530882,40.19694484,30.41638357,30.44651636,41,30,30,67.19999695,Lesotho,Low,Q2,grassland,Natural
263,linakeng_7_9_2018,linakeng,7,9,28.7771,-29.4906,22.5874328,50.82172379,33.15354319,33.01044543,43,30,30,70,Lesotho,Low,Q2,wooded_grassland,Natural
264,linakeng_8_10_2018,linakeng,8,10,28.7867,-29.4783,50.46258376,113.5408135,33.8665454,34.44973276,46,29,40,92.69999695,Lesotho,High,Q4,wooded_grassland,Other
265,linakeng_8_12_2018,linakeng,8,12,28.7839,-29.4747,20.47247445,46.06306752,33.40281795,33.30853694,45,29,30,71.69999695,Lesotho,Low,Q2,wooded_grassland,Natural
266,linakeng_8_13_2018,linakeng,8,13,28.7837,-29.474,33.83901118,76.13777516,33.40281795,33.30853694,44,29,30,71.09999847,Lesotho,High,Q2,wooded_grassland,Natural
267,linakeng_8_14_2018,linakeng,8,14,28.7846,-29.4784,56.26020246,126.5854556,36.64249174,36.40690113,45,25,30,86,Lesotho,High,Q4,wooded_grassland,Natural
268,linakeng_8_15_2018,linakeng,8,15,28.7805,-29.4761,27.04294504,60.84662634,30.19273369,30.24507036,41,25,30,69,Lesotho,Low,Q2,wooded_grassland,Natural
269,linakeng_8_1_2018,linakeng,8,1,28.7883,-29.4792,39.90752216,89.79192485,37.68493812,47.27708706,46,36,40,85.90000153,Lesotho,High,Q3,wooded_grassland,Other
270,linakeng_8_2_2018,linakeng,8,2,28.7844,-29.4735,23.68721113,53.29622505,30.19273369,23.46108982,43,28,30,66.09999847,Lesotho,Low,Q2,wooded_grassland,Natural
271,linakeng_8_3_2018,linakeng,8,3,28.7833,-29.4754,42.56673928,95.77516338,37.19768101,36.95135832,46,29,30,72,Lesotho,High,Q3,wooded_grassland,Natural
272,linakeng_8_5_2018,linakeng,8,5,28.7885,-29.4797,26.38025809,59.35558071,36.08730247,35.96875651,47,36,40,90.69999695,Lesotho,Low,Q2,wooded_grassland,Natural
273,linakeng_8_8_2018,linakeng,8,8,28.7821,-29.4727,63.11003466,141.997578,36.36489711,36.32083078,44,22,30,72.19999695,Lesotho,High,Q4,wooded_grassland,Natural
274,linakeng_9_10_2018,linakeng,9,10,28.8042,-29.5336,17.8679169,40.20281303,32.4057189,18.74513437,41,23,30,68,Lesotho,Low,Q2,grassland,Natural
275,linakeng_9_11_2018,linakeng,9,11,28.8046,-29.5343,18.01396955,40.53143149,29.96908381,17.13250456,45,23,30,66.30000305,Lesotho,Low,Q2,grassland,Natural
276,linakeng_9_12_2018,linakeng,9,12,28.8034,-29.5347,17.99180084,40.4815519,27.66396681,10.40689707,45,24,30,64.90000153,Lesotho,Low,Q2,grassland,Natural
277,linakeng_9_1_2018,linakeng,9,1,28.802,-29.5316,13.8762459,31.22155326,29.52178405,29.57923854,43,25,40,67,Lesotho,Low,Q1,grassland,Natural
278,linakeng_9_6_2018,linakeng,9,6,28.8027,-29.534,14.23616135,32.03136303,27.06257623,15.57686843,41,24,30,59.79999924,Lesotho,Low,Q1,grassland,Natural
279,mafutseni_10_10_2018,mafutseni,10,10,31.5694,-26.4522,25.53698492,57.45821606,27.46350328,4.96853043,43,17,40,75.59999847,eSwatini,Low,Q2,wooded_grassland,Other
280,mafutseni_10_12_2018,mafutseni,10,12,31.5696,-26.4495,25.12881993,56.53984484,24.58925991,4.55295184,43,16,40,78.19999695,eSwatini,Low,Q2,wooded_grassland,Other
281,mafutseni_10_15_2018,mafutseni,10,15,31.5716,-26.4476,20.29213004,45.65729258,22.30953753,4.18464067,44,16,40,71.30000305,eSwatini,Low,Q2,wooded_grassland,Other
282,mafutseni_10_4_2018,mafutseni,10,4,31.5717,-26.4474,13.00514618,29.2615789,19.92195235,3.92424148,44,16,40,71.30000305,eSwatini,Low,Q1,grassland,Cultivated
283,mafutseni_10_5_2018,mafutseni,10,5,31.5708,-26.4499,19.93873479,44.86215328,22.14903726,4.03086182,43,16,40,76.80000305,eSwatini,Low,Q2,wooded_grassland,Other
284,mafutseni_10_6_2018,mafutseni,10,6,31.568,-26.4532,14.92339121,33.57763023,22.4700378,4.07267005,44,17,40,72.5,eSwatini,Low,Q1,wooded_grassland,Other
285,mafutseni_10_8_2018,mafutseni,10,8,31.5679,-26.4504,27.93902934,62.86281602,24.76874356,4.58572191,43,16,40,80.09999847,eSwatini,Low,Q2,wooded_grassland,Other
286,mafutseni_10_9_2018,mafutseni,10,9,31.5698,-26.4506,27.34960259,61.53660583,24.40977626,4.57684427,43,16,40,75.90000153,eSwatini,Low,Q2,wooded_grassland,Other
287,mafutseni_1_10_2018,mafutseni,1,10,31.519,-26.4621,23.55875397,53.00719644,22.30953753,4.11010577,45,19,30,51.59999847,eSwatini,Low,Q2,grassland,Cultivated
288,mafutseni_1_14_2018,mafutseni,1,14,31.548,-26.4577,16.07877198,36.17723694,19.63530555,3.72390593,44,15,30,59.40000153,eSwatini,Low,Q1,grassland,Other
289,mafutseni_1_4_2018,mafutseni,1,4,31.5254,-26.4601,9.18560865,20.66761946,24.76874356,4.58572191,43,20,40,49.59999847,eSwatini,Low,Q1,wooded_grassland,Cultivated
290,mafutseni_1_8_2018,mafutseni,1,8,31.52,-26.4601,14.36917358,32.33064055,21.98853699,4.05323789,45,19,30,53.09999847,eSwatini,Low,Q1,grassland,Other
291,mafutseni_2_12_2018,mafutseni,2,12,31.5221,-26.4432,18.2513051,41.06543648,24.94822721,4.61849526,44,18,50,68.30000305,eSwatini,Low,Q2,grassland,Cultivated
292,mafutseni_2_12_2018,mafutseni,2,12,31.5221,-26.4432,18.2513051,41.06543648,24.94822721,4.61849526,44,18,50,68.30000305,eSwatini,Low,Q2,grassland,Cultivated
293,mafutseni_2_12_2018,mafutseni,2,12,31.5221,-26.4432,18.2513051,41.06543648,24.94822721,4.61849526,44,18,50,68.30000305,eSwatini,Low,Q2,grassland,Cultivated
294,mafutseni_2_12_2018,mafutseni,2,12,31.5221,-26.4432,18.2513051,41.06543648,24.94822721,4.61849526,44,18,50,68.30000305,eSwatini,Low,Q2,grassland,Cultivated
