id,plotid,site,cluster,plot,longitude,latitude,predsoc_stock_20cm,predsoc_stock_30cm,isda SOC stock 20cm,iSDA stock uncertainty,soilGrids SOC stock 30cm,soilGrids uncertainty,OLM 2017 SOC stock 30cm,SA SOC stock 30cm,ADMIN,LDSF_quantity_SOCstock,quartiles,Vegetation,GPW
904,sehlabathebe_15_4_2018,sehlabathebe,15,4,29.0494,-29.8604,34.82306438,78.35189485,39.53829573,14.53990194,57,25,80,105.8000031,Lesotho,High,Q2,grassland,Natural
905,sehlabathebe_15_5_2018,sehlabathebe,15,5,29.0475,-29.8629,45.99478784,103.4882726,48.85897452,17.75309406,62,25,80,115.5999985,Lesotho,High,Q3,grassland,Natural
906,sehlabathebe_15_6_2018,sehlabathebe,15,6,29.0479,-29.8591,31.87462657,71.71790977,39.2294028,7.52154562,59,23,80,107.699997,Lesotho,High,Q2,grassland,Natural
907,sehlabathebe_15_7_2018,sehlabathebe,15,7,29.0495,-29.8621,37.68413141,84.78929568,40.1560816,14.75690972,62,25,80,106.3000031,Lesotho,High,Q3,grassland,Natural
908,sehlabathebe_15_8_2018,sehlabathebe,15,8,29.0471,-29.8603,59.28557873,133.3925521,44.30929505,16.10846656,59,27,100,109.3000031,Lesotho,High,Q4,grassland,Natural
909,sehlabathebe_16_10_2018,sehlabathebe,16,10,29.0534,-29.8423,38.9881729,87.72338904,39.84718867,15.04998675,56,23,80,106.199997,Lesotho,High,Q3,grassland,Natural
910,sehlabathebe_16_12_2018,sehlabathebe,16,12,29.0592,-29.8419,47.51399618,106.9064914,43.96581215,8.88375516,54,21,70,107.9000015,Lesotho,High,Q3,grassland,Natural
911,sehlabathebe_16_13_2018,sehlabathebe,16,13,29.0518,-29.8447,51.77299569,116.4892403,39.53829573,14.6835623,56,21,60,103.8000031,Lesotho,High,Q4,grassland,Natural
912,sehlabathebe_16_14_2018,sehlabathebe,16,14,29.057,-29.8404,38.98426078,87.71458676,36.36489711,7.65126047,56,23,80,99.30000305,Lesotho,High,Q3,grassland,Natural
913,sehlabathebe_16_2_2018,sehlabathebe,16,2,29.0531,-29.8419,36.32056231,81.72126519,40.1560816,8.08736724,56,24,80,95.40000153,Lesotho,High,Q3,grassland,Natural
914,sehlabathebe_16_3_2018,sehlabathebe,16,3,29.061,-29.8432,30.40366776,68.40825247,44.30929505,16.2687995,54,20,70,105.0999985,Lesotho,Low,Q2,grassland,Natural
915,sehlabathebe_16_4_2018,sehlabathebe,16,4,29.0534,-29.842,35.68112368,80.28252828,40.1560816,8.08736724,56,24,80,101.5,Lesotho,High,Q3,grassland,Natural
916,sehlabathebe_16_5_2018,sehlabathebe,16,5,29.0541,-29.8442,53.649121,120.7105223,47.33213156,17.70286549,56,23,80,106.9000015,Lesotho,High,Q4,grassland,Natural
917,sehlabathebe_16_7_2018,sehlabathebe,16,7,29.0532,-29.8445,41.14896966,92.58518173,38.61161693,14.72894516,56,18,80,102.699997,Lesotho,High,Q3,grassland,Natural
918,sehlabathebe_16_9_2018,sehlabathebe,16,9,29.0511,-29.8442,50.72585037,114.1331633,39.84718867,14.79099384,55,21,70,95.30000305,Lesotho,High,Q4,grassland,Natural
919,sehlabathebe_1_12_2018,sehlabathebe,1,12,28.9849,-29.906,57.20172042,128.703871,47.7138423,17.02608286,65,23,80,112.699997,Lesotho,High,Q4,grassland,Natural
920,sehlabathebe_1_15_2018,sehlabathebe,1,15,28.9844,-29.9052,53.79295596,121.0341509,42.59188052,15.5130408,65,23,80,110.9000015,Lesotho,High,Q4,grassland,Natural
921,sehlabathebe_1_3_2018,sehlabathebe,1,3,28.9827,-29.9043,56.68271191,127.5361018,42.59188052,15.67946355,65,24,80,113.5999985,Lesotho,High,Q4,grassland,Natural
922,sehlabathebe_2_13_2018,sehlabathebe,2,13,28.9879,-29.8853,67.71751101,152.3643998,50.00410673,18.24189513,65,24,80,117.5999985,Lesotho,High,Q4,grassland,Natural
923,sehlabathebe_2_15_2018,sehlabathebe,2,15,28.988,-29.8842,66.49692818,149.6180884,50.38581747,18.3708782,67,22,80,117.199997,Lesotho,High,Q4,grassland,Natural
924,sehlabathebe_2_1_2018,sehlabathebe,2,1,28.9912,-29.889,57.06610011,128.3987252,47.7138423,17.82869851,62,25,70,110.5999985,Lesotho,High,Q4,grassland,Natural
925,sehlabathebe_2_2_2018,sehlabathebe,2,2,28.9947,-29.8855,62.87951708,141.4789134,44.30929505,16.5598991,68,22,70,116.9000015,Lesotho,High,Q4,grassland,Natural
926,sehlabathebe_2_3_2018,sehlabathebe,2,3,28.9911,-29.8875,65.23200793,146.7720178,43.27884633,9.3464758,68,25,70,106.5999985,Lesotho,High,Q4,grassland,Natural
927,sehlabathebe_2_4_2018,sehlabathebe,2,4,28.9877,-29.8846,72.91150827,164.0508936,49.24068525,18.33318812,67,22,80,115.8000031,Lesotho,High,Q4,grassland,Natural
928,sehlabathebe_2_5_2018,sehlabathebe,2,5,28.9936,-29.8873,65.46151923,147.2884183,50.00410673,17.96422068,68,24,70,113.5,Lesotho,High,Q4,grassland,Natural
929,sehlabathebe_2_7_2018,sehlabathebe,2,7,28.9889,-29.8884,61.39942998,138.1487175,48.85897452,17.85538927,62,25,80,115.8000031,Lesotho,High,Q4,grassland,Natural
930,sehlabathebe_2_9_2018,sehlabathebe,2,9,28.9876,-29.887,63.02035356,141.7957955,48.85897452,26.98248726,65,25,70,114,Lesotho,High,Q4,grassland,Natural
931,sehlabathebe_3_10_2018,sehlabathebe,3,10,28.9906,-29.866,41.58843164,93.57397119,44.65277796,8.52279595,75,20,110,108.5999985,Lesotho,High,Q3,grassland,Natural
932,sehlabathebe_3_4_2018,sehlabathebe,3,4,28.9914,-29.8624,53.72644985,120.8845122,48.85897452,9.38712335,73,20,100,112.8000031,Lesotho,High,Q4,wooded_grassland,Natural
933,sehlabathebe_3_5_2018,sehlabathebe,3,5,28.9871,-29.8607,50.82495753,114.3561544,48.85897452,17.85538927,66,23,90,107.199997,Lesotho,High,Q4,grassland,Natural
934,sehlabathebe_3_6_2018,sehlabathebe,3,6,28.9894,-29.8652,55.69033633,125.3032568,49.24068525,17.70243217,75,21,90,113.699997,Lesotho,High,Q4,grassland,Natural
935,sehlabathebe_3_7_2018,sehlabathebe,3,7,28.9884,-29.8657,52.3389497,117.7626368,48.85897452,17.75309406,75,21,90,109,Lesotho,High,Q4,grassland,Natural
936,sehlabathebe_3_8_2018,sehlabathebe,3,8,28.9856,-29.8649,56.69836041,127.5713109,53.84279625,19.84266611,74,20,90,114.0999985,Lesotho,High,Q4,grassland,Natural
937,sehlabathebe_3_9_2018,sehlabathebe,3,9,28.9861,-29.8607,49.02538027,110.3071056,48.85897452,17.75309406,73,20,90,109.5,Lesotho,High,Q3,grassland,Natural
938,sehlabathebe_4_10_2018,sehlabathebe,4,10,28.9948,-29.8494,46.0847667,103.6907251,44.30929505,16.10846656,66,22,80,105.199997,Lesotho,High,Q3,grassland,Natural
939,sehlabathebe_4_12_2018,sehlabathebe,4,12,28.9965,-29.8483,44.62163215,100.3986723,40.46497454,7.49319866,65,23,70,105.5999985,Lesotho,High,Q3,grassland,Natural
940,sehlabathebe_4_14_2018,sehlabathebe,4,14,28.9966,-29.8448,52.53716401,118.208619,38.92050986,14.73351744,67,23,80,114.5999985,Lesotho,High,Q4,grassland,Natural
941,sehlabathebe_4_15_2018,sehlabathebe,4,15,28.9932,-29.8471,49.87561532,112.2201345,48.47726378,17.72670713,67,22,80,108.5,Lesotho,High,Q4,wooded_grassland,Natural
942,sehlabathebe_4_1_2018,sehlabathebe,4,1,28.9957,-29.8461,49.42963313,111.2166745,47.33213156,17.70286549,67,22,70,109.3000031,Lesotho,High,Q3,wooded_grassland,Natural
943,sehlabathebe_4_4_2018,sehlabathebe,4,4,28.9953,-29.8438,51.04664458,114.8549503,43.96581215,16.443998,71,21,70,114.4000015,Lesotho,High,Q4,grassland,Natural
944,sehlabathebe_4_5_2018,sehlabathebe,4,5,28.9948,-29.8459,52.35068607,117.7890437,52.14696015,29.2978231,70,22,70,106.0999985,Lesotho,High,Q4,wooded_grassland,Natural
945,sehlabathebe_4_6_2018,sehlabathebe,4,6,28.9946,-29.8447,48.30946149,108.6962884,43.27884633,16.21246429,70,22,70,120,Lesotho,High,Q3,grassland,Natural
946,sehlabathebe_4_7_2018,sehlabathebe,4,7,28.9966,-29.8431,48.12819972,108.2884494,52.14696015,29.2978231,69,23,70,111.5,Lesotho,High,Q3,grassland,Natural
947,sehlabathebe_4_8_2018,sehlabathebe,4,8,28.9939,-29.8464,57.67899961,129.7777491,52.9948782,29.29613902,70,22,70,105.199997,Lesotho,High,Q4,wooded_grassland,Natural
948,sehlabathebe_5_10_2018,sehlabathebe,5,10,29.0083,-29.8979,35.12951413,79.04140679,40.1560816,22.0242201,58,26,80,104.8000031,Lesotho,High,Q3,grassland,Natural
949,sehlabathebe_5_13_2018,sehlabathebe,5,13,29.0107,-29.8983,42.30304638,95.18185435,43.62232924,23.99610493,59,24,90,115.3000031,Lesotho,High,Q3,grassland,Natural
950,sehlabathebe_5_13_2018,sehlabathebe,5,13,29.0107,-29.8983,42.30304638,95.18185435,43.62232924,23.99610493,59,24,90,115.3000031,Lesotho,High,Q3,grassland,Natural
951,sehlabathebe_5_13_2018,sehlabathebe,5,13,29.0107,-29.8983,42.30304638,95.18185435,43.62232924,23.99610493,59,24,90,115.3000031,Lesotho,High,Q3,grassland,Natural
952,sehlabathebe_5_13_2018,sehlabathebe,5,13,29.0107,-29.8983,42.30304638,95.18185435,43.62232924,23.99610493,59,24,90,115.3000031,Lesotho,High,Q3,grassland,Natural
953,sehlabathebe_5_14_2018,sehlabathebe,5,14,29.0086,-29.8988,42.11265632,94.75347672,40.46497454,22.15838565,58,24,80,108.8000031,Lesotho,High,Q3,grassland,Natural
954,sehlabathebe_5_2_2018,sehlabathebe,5,2,29.0142,-29.8961,40.33263968,90.74843929,49.24068525,26.7079937,61,25,80,110.8000031,Lesotho,High,Q3,grassland,Natural
955,sehlabathebe_5_3_2018,sehlabathebe,5,3,29.0074,-29.9024,45.59575114,102.5904401,48.47726378,26.33961354,62,24,80,119.199997,Lesotho,High,Q3,grassland,Natural
956,sehlabathebe_5_5_2018,sehlabathebe,5,5,29.0109,-29.8976,44.95416273,101.1468661,48.85897452,36.48003429,59,26,90,115.9000015,Lesotho,High,Q3,grassland,Natural
957,sehlabathebe_5_8_2018,sehlabathebe,5,8,29.0051,-29.8974,41.25981318,92.83457966,40.46497454,22.19280722,57,26,80,110.3000031,Lesotho,High,Q3,grassland,Natural
958,sehlabathebe_5_9_2018,sehlabathebe,5,9,29.0059,-29.9009,44.66336148,100.4925633,50.00410673,27.01028552,61,25,90,111.5,Lesotho,High,Q3,grassland,Natural
959,sehlabathebe_6_11_2018,sehlabathebe,6,11,29.0044,-29.8803,68.94722214,155.1312498,52.9948782,29.73460109,66,22,70,120.199997,Lesotho,High,Q4,grassland,Natural
960,sehlabathebe_6_6_2018,sehlabathebe,6,6,29.0028,-29.8811,69.1910779,155.6799253,44.30929505,16.66996263,66,22,80,117.8000031,Lesotho,High,Q4,grassland,Natural
961,sehlabathebe_7_11_2018,sehlabathebe,7,11,29.0074,-29.8678,61.7423929,138.920384,50.00410673,18.58609444,71,21,80,111.0999985,Lesotho,High,Q4,grassland,Natural
962,sehlabathebe_7_15_2018,sehlabathebe,7,15,29.0071,-29.8684,74.56503289,167.771324,49.62239599,27.38524411,71,21,80,115,Lesotho,High,Q4,grassland,Natural
963,sehlabathebe_8_10_2018,sehlabathebe,8,10,29.0124,-29.8434,47.5870225,107.0708006,40.46497454,14.62279221,61,25,70,106.5,Lesotho,High,Q3,grassland,Natural
964,sehlabathebe_8_12_2018,sehlabathebe,8,12,29.0137,-29.8427,46.3299265,104.2423346,50.00410673,27.11795802,61,25,70,106.699997,Lesotho,High,Q3,wooded_grassland,Natural
965,sehlabathebe_8_4_2018,sehlabathebe,8,4,29.0112,-29.8473,51.16009619,115.1102164,43.96581215,16.15080955,64,24,70,108.4000015,Lesotho,High,Q4,grassland,Natural
966,sehlabathebe_8_6_2018,sehlabathebe,8,6,29.0124,-29.8453,53.38348693,120.1128456,43.96581215,15.9892935,61,27,70,101.4000015,Lesotho,High,Q4,grassland,Natural
967,sehlabathebe_8_8_2018,sehlabathebe,8,8,29.0112,-29.8461,54.34195743,122.2694042,44.30929505,15.97608827,64,24,70,108.3000031,Lesotho,High,Q4,grassland,Natural
968,sehlabathebe_8_9_2018,sehlabathebe,8,9,29.008,-29.8462,42.62644867,95.9095095,43.62232924,16.03287963,65,23,70,110.8000031,Lesotho,High,Q3,grassland,Natural
969,sehlabathebe_9_12_2018,sehlabathebe,9,12,29.0425,-29.9075,32.1680359,72.37808078,37.19768101,13.68451234,52,27,70,105,Lesotho,High,Q2,grassland,Natural
970,sehlabathebe_9_13_2018,sehlabathebe,9,13,29.0415,-29.9036,28.66277237,64.49123784,41.70054628,7.60390869,55,22,60,99.30000305,Lesotho,Low,Q2,grassland,Natural
971,sehlabathebe_9_14_2018,sehlabathebe,9,14,29.0388,-29.9096,36.79868724,82.79704629,36.92008638,13.78089017,56,25,60,106.9000015,Lesotho,High,Q3,grassland,Natural
972,sehlabathebe_9_15_2018,sehlabathebe,9,15,29.0388,-29.9093,42.71381945,96.10609376,37.19768101,13.80784069,56,27,60,109.4000015,Lesotho,High,Q3,grassland,Natural
973,sehlabathebe_9_1_2018,sehlabathebe,9,1,29.0414,-29.9089,23.16623748,52.12403434,44.65277796,25.08389492,52,27,50,108.5999985,Lesotho,Low,Q2,grassland,Natural
974,sehlabathebe_9_3_2018,sehlabathebe,9,3,29.0386,-29.9105,27.48131078,61.83294926,37.19768101,13.87742534,56,25,60,103.199997,Lesotho,Low,Q2,grassland,Natural
975,sehlabathebe_9_5_2018,sehlabathebe,9,5,29.0389,-29.9109,34.55573587,77.75040572,36.64249174,13.84117863,56,25,60,104.199997,Lesotho,High,Q2,grassland,Natural
976,siphofaneni_10_5_2019,siphofaneni,10,5,31.6483,-26.6565,9.9667295,22.42514138,24.23029262,4.4874218,44,23,30,61.40000153,eSwatini,Low,Q1,grassland,Cultivated
977,siphofaneni_11_10_2019,siphofaneni,11,10,31.6506,-26.6359,10.27904744,23.12785674,25.85979506,9.64858599,39,21,40,58.20000076,eSwatini,Low,Q1,wooded_grassland,Other
978,siphofaneni_11_10_2019,siphofaneni,11,10,31.6506,-26.6359,10.27904744,23.12785674,25.85979506,9.64858599,39,21,40,58.20000076,eSwatini,Low,Q1,wooded_grassland,Other
979,siphofaneni_11_10_2019,siphofaneni,11,10,31.6506,-26.6359,10.27904744,23.12785674,25.85979506,9.64858599,39,21,40,58.20000076,eSwatini,Low,Q1,wooded_grassland,Other
980,siphofaneni_11_10_2019,siphofaneni,11,10,31.6506,-26.6359,10.27904744,23.12785674,25.85979506,9.64858599,39,21,40,58.20000076,eSwatini,Low,Q1,wooded_grassland,Other
981,siphofaneni_11_2_2019,siphofaneni,11,2,31.6481,-26.632,7.18455698,16.1652532,24.40977626,9.11906802,42,22,30,67.09999847,eSwatini,Low,Q1,wooded_grassland,Other
982,siphofaneni_11_2_2019,siphofaneni,11,2,31.6481,-26.632,7.18455698,16.1652532,24.40977626,9.11906802,42,22,30,67.09999847,eSwatini,Low,Q1,wooded_grassland,Other
983,siphofaneni_11_2_2019,siphofaneni,11,2,31.6481,-26.632,7.18455698,16.1652532,24.40977626,9.11906802,42,22,30,67.09999847,eSwatini,Low,Q1,wooded_grassland,Other
984,siphofaneni_11_2_2019,siphofaneni,11,2,31.6481,-26.632,7.18455698,16.1652532,24.40977626,9.11906802,42,22,30,67.09999847,eSwatini,Low,Q1,wooded_grassland,Other
985,siphofaneni_11_4_2019,siphofaneni,11,4,31.649,-26.6388,11.66014802,26.23533305,23.51235802,8.82275969,42,22,30,58.20000076,eSwatini,Low,Q1,wooded_grassland,Other
986,siphofaneni_11_7_2019,siphofaneni,11,7,31.6504,-26.6324,8.73441029,19.65242316,22.30953753,4.05965565,43,21,30,69.40000153,eSwatini,Low,Q1,wooded_grassland,Other
987,siphofaneni_11_7_2019,siphofaneni,11,7,31.6504,-26.6324,8.73441029,19.65242316,22.30953753,4.05965565,43,21,30,69.40000153,eSwatini,Low,Q1,wooded_grassland,Other
988,siphofaneni_11_7_2019,siphofaneni,11,7,31.6504,-26.6324,8.73441029,19.65242316,22.30953753,4.05965565,43,21,30,69.40000153,eSwatini,Low,Q1,wooded_grassland,Other
989,siphofaneni_11_7_2019,siphofaneni,11,7,31.6504,-26.6324,8.73441029,19.65242316,22.30953753,4.05965565,43,21,30,69.40000153,eSwatini,Low,Q1,wooded_grassland,Other
990,siphofaneni_12_12_2019,siphofaneni,12,12,31.6522,-26.6106,9.37860679,21.10186528,24.58925991,4.53522861,40,22,30,69.19999695,eSwatini,Low,Q1,wooded_grassland,Other
991,siphofaneni_12_7_2019,siphofaneni,12,7,31.6536,-26.6135,5.97375445,13.44094752,22.4700378,8.41378886,40,20,40,64.80000305,eSwatini,Low,Q1,grassland,Other
992,siphofaneni_12_9_2019,siphofaneni,12,9,31.6509,-26.6101,7.48644259,16.84449582,21.98853699,4.00207097,39,20,30,69,eSwatini,Low,Q1,grassland,Other
993,siphofaneni_13_14_2019,siphofaneni,13,14,31.669,-26.6726,20.99416418,47.2368694,21.82803672,4.02481607,42,23,30,59.79999924,eSwatini,Low,Q2,grassland,Other
994,siphofaneni_14_13_2019,siphofaneni,14,13,31.6772,-26.6503,19.68289,44.28650251,19.63530555,3.76777665,38,22,30,56.40000153,eSwatini,Low,Q2,wooded_grassland,Other
995,siphofaneni_14_13_2019,siphofaneni,14,13,31.6772,-26.6503,19.68289,44.28650251,19.63530555,3.76777665,38,22,30,56.40000153,eSwatini,Low,Q2,wooded_grassland,Other
996,siphofaneni_14_13_2019,siphofaneni,14,13,31.6772,-26.6503,19.68289,44.28650251,19.63530555,3.76777665,38,22,30,56.40000153,eSwatini,Low,Q2,wooded_grassland,Other
997,siphofaneni_14_13_2019,siphofaneni,14,13,31.6772,-26.6503,19.68289,44.28650251,19.63530555,3.76777665,38,22,30,56.40000153,eSwatini,Low,Q2,wooded_grassland,Other
998,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
999,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1000,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1001,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1002,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1003,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1004,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1005,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1006,siphofaneni_14_4_2019,siphofaneni,14,4,31.6771,-26.653,27.00534578,60.762028,21.66753645,8.17754587,44,25,40,60.5,eSwatini,Low,Q2,grassland,Cultivated
1007,siphofaneni_14_6_2019,siphofaneni,14,6,31.6737,-26.6557,20.21867945,45.49202876,24.23029262,9.08941057,42,24,30,61.5,eSwatini,Low,Q2,wooded_grassland,Other
1008,siphofaneni_14_6_2019,siphofaneni,14,6,31.6737,-26.6557,20.21867945,45.49202876,24.23029262,9.08941057,42,24,30,61.5,eSwatini,Low,Q2,wooded_grassland,Other
1009,siphofaneni_14_6_2019,siphofaneni,14,6,31.6737,-26.6557,20.21867945,45.49202876,24.23029262,9.08941057,42,24,30,61.5,eSwatini,Low,Q2,wooded_grassland,Other
1010,siphofaneni_14_6_2019,siphofaneni,14,6,31.6737,-26.6557,20.21867945,45.49202876,24.23029262,9.08941057,42,24,30,61.5,eSwatini,Low,Q2,wooded_grassland,Other
1011,siphofaneni_15_11_2019,siphofaneni,15,11,31.6669,-26.6411,9.69548887,21.81484996,19.92195235,3.76393084,39,22,30,55.70000076,eSwatini,Low,Q1,grassland,Cultivated
1012,siphofaneni_15_12_2019,siphofaneni,15,12,31.669,-26.6412,9.18430461,20.66468537,20.20859915,7.69984793,39,22,40,56.40000153,eSwatini,Low,Q1,grassland,Other
1013,siphofaneni_15_13_2019,siphofaneni,15,13,31.6688,-26.6399,4.96768644,11.1772945,19.92195235,3.77754992,38,22,40,58.79999924,eSwatini,Low,Q1,grassland,Cultivated
1014,siphofaneni_15_13_2019,siphofaneni,15,13,31.6688,-26.6399,4.96768644,11.1772945,19.92195235,3.77754992,38,22,40,58.79999924,eSwatini,Low,Q1,grassland,Cultivated
1015,siphofaneni_15_13_2019,siphofaneni,15,13,31.6688,-26.6399,4.96768644,11.1772945,19.92195235,3.77754992,38,22,40,58.79999924,eSwatini,Low,Q1,grassland,Cultivated
1016,siphofaneni_15_13_2019,siphofaneni,15,13,31.6688,-26.6399,4.96768644,11.1772945,19.92195235,3.77754992,38,22,40,58.79999924,eSwatini,Low,Q1,grassland,Cultivated
1017,siphofaneni_15_14_2019,siphofaneni,15,14,31.6677,-26.6402,10.33477412,23.25324178,20.20859915,3.83120391,39,22,30,56.70000076,eSwatini,Low,Q1,grassland,Cultivated
1018,siphofaneni_15_14_2019,siphofaneni,15,14,31.6677,-26.6402,10.33477412,23.25324178,20.20859915,3.83120391,39,22,30,56.70000076,eSwatini,Low,Q1,grassland,Cultivated
1019,siphofaneni_15_14_2019,siphofaneni,15,14,31.6677,-26.6402,10.33477412,23.25324178,20.20859915,3.83120391,39,22,30,56.70000076,eSwatini,Low,Q1,grassland,Cultivated
1020,siphofaneni_15_14_2019,siphofaneni,15,14,31.6677,-26.6402,10.33477412,23.25324178,20.20859915,3.83120391,39,22,30,56.70000076,eSwatini,Low,Q1,grassland,Cultivated
1021,siphofaneni_15_2_2019,siphofaneni,15,2,31.673,-26.6391,9.67527623,21.76937152,22.30953753,4.04376092,40,20,40,57.59999847,eSwatini,Low,Q1,grassland,Other
1022,siphofaneni_15_4_2019,siphofaneni,15,4,31.6738,-26.6368,15.5610675,35.01240188,22.14903726,8.29398837,42,21,40,59,eSwatini,Low,Q1,wooded_grassland,Other
1023,siphofaneni_15_5_2019,siphofaneni,15,5,31.6697,-26.6398,9.33948555,21.01384248,19.77862895,3.73700982,40,23,40,59.79999924,eSwatini,Low,Q1,wooded_grassland,Cultivated
1024,siphofaneni_15_5_2019,siphofaneni,15,5,31.6697,-26.6398,9.33948555,21.01384248,19.77862895,3.73700982,40,23,40,59.79999924,eSwatini,Low,Q1,wooded_grassland,Cultivated
1025,siphofaneni_15_5_2019,siphofaneni,15,5,31.6697,-26.6398,9.33948555,21.01384248,19.77862895,3.73700982,40,23,40,59.79999924,eSwatini,Low,Q1,wooded_grassland,Cultivated
1026,siphofaneni_15_5_2019,siphofaneni,15,5,31.6697,-26.6398,9.33948555,21.01384248,19.77862895,3.73700982,40,23,40,59.79999924,eSwatini,Low,Q1,wooded_grassland,Cultivated
1027,siphofaneni_15_8_2019,siphofaneni,15,8,31.6695,-26.6413,8.5303278,19.19323755,21.98853699,4.00207097,40,23,40,60.5,eSwatini,Low,Q1,wooded_grassland,Other
1028,siphofaneni_15_8_2019,siphofaneni,15,8,31.6695,-26.6413,8.5303278,19.19323755,21.98853699,4.00207097,40,23,40,60.5,eSwatini,Low,Q1,wooded_grassland,Other
1029,siphofaneni_15_8_2019,siphofaneni,15,8,31.6695,-26.6413,8.5303278,19.19323755,21.98853699,4.00207097,40,23,40,60.5,eSwatini,Low,Q1,wooded_grassland,Other
1030,siphofaneni_15_8_2019,siphofaneni,15,8,31.6695,-26.6413,8.5303278,19.19323755,21.98853699,4.00207097,40,23,40,60.5,eSwatini,Low,Q1,wooded_grassland,Other
1031,siphofaneni_16_10_2019,siphofaneni,16,10,31.6708,-26.6155,7.0313321,15.82049724,17.88935708,3.42020473,39,19,30,74.40000153,eSwatini,Low,Q1,wooded_grassland,Other
1032,siphofaneni_16_4_2019,siphofaneni,16,4,31.6681,-26.6155,11.46275191,25.79119179,18.0171382,3.44378518,38,18,30,77,eSwatini,Low,Q1,grassland,Cultivated
1033,siphofaneni_16_8_2019,siphofaneni,16,8,31.6684,-26.6158,7.54382041,16.97359592,18.0171382,3.40564357,38,18,30,74.90000153,eSwatini,Low,Q1,wooded_grassland,Other
1034,siphofaneni_1_11_2019,siphofaneni,1,11,31.6035,-26.6733,7.95328944,17.89490124,24.05080897,4.59701954,43,19,30,78,eSwatini,Low,Q1,wooded_grassland,Other
1035,siphofaneni_1_13_2019,siphofaneni,1,13,31.6035,-26.6735,7.30648486,16.43959093,24.05080897,9.06548336,44,19,30,77.09999847,eSwatini,Low,Q1,wooded_grassland,Other
1036,siphofaneni_1_3_2019,siphofaneni,1,3,31.6058,-26.6733,7.9676339,17.92717627,24.23029262,9.15826104,42,19,40,78.59999847,eSwatini,Low,Q1,wooded_grassland,Cultivated
1037,siphofaneni_2_10_2019,siphofaneni,2,10,31.6058,-26.6475,17.71012788,39.84778773,23.87132532,9.08995924,47,22,50,72.40000153,eSwatini,Low,Q2,wooded_grassland,Other
1038,siphofaneni_2_8_2019,siphofaneni,2,8,31.6048,-26.6542,7.31430911,16.45719549,19.34865876,7.37961802,42,22,40,73.90000153,eSwatini,Low,Q1,wooded_grassland,Cultivated
1039,siphofaneni_3_10_2019,siphofaneni,3,10,31.6046,-26.6343,21.12106168,47.52238877,21.18603564,7.96055327,47,21,40,74.09999847,eSwatini,Low,Q2,grassland,Cultivated
1040,siphofaneni_4_13_2019,siphofaneni,4,13,31.6006,-26.6179,12.32283497,27.72637868,22.14903726,4.03086182,39,22,50,71.5,eSwatini,Low,Q1,grassland,Cultivated
1041,siphofaneni_4_14_2019,siphofaneni,4,14,31.6002,-26.6195,8.00349504,18.00786383,19.63530555,7.43262699,40,22,50,69,eSwatini,Low,Q1,wooded_grassland,Other
1042,siphofaneni_4_14_2019,siphofaneni,4,14,31.6002,-26.6195,8.00349504,18.00786383,19.63530555,7.43262699,40,22,50,69,eSwatini,Low,Q1,wooded_grassland,Other
1043,siphofaneni_4_14_2019,siphofaneni,4,14,31.6002,-26.6195,8.00349504,18.00786383,19.63530555,7.43262699,40,22,50,69,eSwatini,Low,Q1,wooded_grassland,Other
1044,siphofaneni_4_14_2019,siphofaneni,4,14,31.6002,-26.6195,8.00349504,18.00786383,19.63530555,7.43262699,40,22,50,69,eSwatini,Low,Q1,wooded_grassland,Other
1045,siphofaneni_4_2_2019,siphofaneni,4,2,31.6084,-26.6155,8.07326126,18.16483783,20.20859915,3.81777624,40,22,30,72.69999695,eSwatini,Low,Q1,wooded_grassland,Cultivated
1046,siphofaneni_4_3_2019,siphofaneni,4,3,31.6041,-26.6187,9.070853,20.40941925,20.06527575,3.80437569,42,20,30,68.09999847,eSwatini,Low,Q1,grassland,Other
