,Scientific name,Local name,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
983,Gliricidia sepium,grecidia,Kenya,grecidia,local_name (replaced NA),Kenya,Gliricidia sepium (Jacq.) Kunth,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Gliricidia,Gliricidia sepium,99,Gliricidia sepium,Glyricedia,,J,gliricidia sepium,0.0975,Accepted,scientific_name,glecidia,Glucidia,both,Gliricidia sepium
984,Adansonia digitata,kiamba,Kenya,kiamba,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,kiamba,Kenya,V,adansonia digitata,0,Accepted,scientific_name,mbuyu,Muyu,both,Adansonia digitata
985,Osyris lanceolata,muchora,Kenya,muchora,local_name (replaced NA),Kenya,Osyris lanceolata Steud. & Hochst. ex A.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Santalales,Santalaceae,Osyris,Osyris lanceolata,99,Osyris lanceolata,Muchai,Kenya,R,osyris lanceolata,0.09047619,Accepted,scientific_name,muchora,Muchai,both,Osyris lanceolata
986,Umbrella,umbrella tree,Kenya,umbrella tree,local_name (replaced NA),Kenya,"Umbrella Conrad, 1854",GENUS,ACCEPTED,incertae sedis,,,,Umbrella,,91,Umbrella,,,,,,,,,,both,Umbrella
987,Leucaena leucocephala,lucina,Kenya,lucina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0.088888889,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
988,Melia volkensii,mukau,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
989,Grevillea robusta,mukima,Kenya,mukima,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
990,Dombeya rotundifolia,mutoo,Kenya,mutoo,local_name (replaced NA),Kenya,Dombeya rotundifolia (Hochst.) Planch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Dombeya,Dombeya rotundifolia,99,Dombeya rotundifolia,Mutoo,Kenya,R,dombeya rotundifolia,0,Accepted,scientific_name,mutoo,Mutoo,both,Dombeya rotundifolia
991,Balanites aegyptiaca,mulului,Kenya,mulului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,mulului,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,mulului,mulului,both,Balanites aegyptiaca
992,Markhamia lutea,muu,Kenya,muu,local_name (replaced NA),Kenya,Markhamia lutea (Benth.) K.Schum.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Markhamia,Markhamia lutea,100,Markhamia lutea,Muu,Kenya,R,markhamia lutea,0,Accepted,scientific_name,muu,Muu,both,Markhamia lutea
993,Persea americana,ovacado,Kenya,ovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0.074074074,Accepted,scientific_name,avocado,Avokado,both,Persea americana
994,Terminalia brownii,kiuuku,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,muuku,Muuku,both,Terminalia brownii
995,,Thika palm,Kenya,thika palm,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
996,Monoon longifolium,ash oak,Kenya,ash oak,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ash oak,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
997,,aulkeria,Kenya,aulkeria,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
998,Cupressus,cyprus,Kenya,cyprus,local_name (replaced Unknown),Kenya,Cupressus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,,95,Cupressus,cyprus,,T,cupressus spp,0,Accepted,scientific_name,cyprus,cyprus,both,Cupressus
999,Umbrella,umbrella tree,Kenya,umbrella tree,local_name (replaced NA),Kenya,"Umbrella Conrad, 1854",GENUS,ACCEPTED,incertae sedis,,,,Umbrella,,91,Umbrella,,,,,,,,,,both,Umbrella
1000,Mangifera indica,kiembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
1001,Citrus limon,kitimu,Kenya,kitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1002,,bible tree,Kenya,bible tree,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1003,Grevillea robusta,mukima,Kenya,mukima,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
1004,Azadirachta indica,mwarubaini,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
1005,Psidium guajava,kipela,Kenya,kipela,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,kipela,Kenya,V,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
1006,Carica papaya,papai,Kenya,papai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0.095238095,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
1007,Syzygium germainii,zambarau,Kenya,syzygium germainii,scientific_name,Kenya,Syzygium germainii Amshoff,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium germainii,100,Syzygium germainii,,,,,,,,,,both,Syzygium germainii
1008,Melia volkensii,mukau,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
1009,Persea americana,ovacado,Kenya,ovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0.074074074,Accepted,scientific_name,avocado,Avokado,both,Persea americana
1010,Croton megalocarpus,muthulu,Kenya,muthulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,muthulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
1011,Citrus sinensis,kisungwa,Kenya,kisungwa,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,kisungwa,Kenya,V,citrus sinensis,0,Accepted,scientific_name,orange pixes,orange,both,Citrus sinensis
1012,Berchemia discolor,kisaaya,Kenya,kisaaya,local_name (replaced NA),Kenya,Berchemia discolor (Klotzsch) Hemsl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rhamnaceae,Phyllogeiton,Phyllogeiton discolor,100,Berchemia discolor,Kisaaya,Kenya,V,berchemia discolor,0,Accepted,scientific_name,muthakwa,Muthwana,both,Berchemia discolor
1013,Calliandra,kalila,Kenya,kalila,local_name (replaced NA),Kenya,Calliandra Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Calliandra,,96,Calliandra,kaliyan,,T,calliandra spp,0.09047619,Accepted,scientific_name,kalila,kaliyan,both,Calliandra
1014,Grevillea robusta,,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
1015,Melia azedarach,mpenda bure,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
1016,,dakika tatu,Kenya,dakika tatu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1017,Dovyalis caffra,kayaba,Kenya,kayaba,local_name (replaced NA),Kenya,Dovyalis caffra (Hook.fil. & Harv.) Warb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Salicaceae,Dovyalis,Dovyalis caffra,99,Dovyalis caffra,Kaiyaba,Kenya,R,dovyalis caffra,0.038095238,Accepted,scientific_name,kayaba,Kaiyaba,both,Dovyalis caffra
1018,Casuarina equisetifolia,kasorina,Kenya,kasorina,local_name (replaced NA),Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,Kasorina,Kenya,V,casuarina equisetifolia,0,Accepted,scientific_name,casolina,casolina,both,Casuarina equisetifolia
1019,Croton megalocarpus,kithulu,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
1020,Ficus sycomorus,kikuyu,Kenya,kikuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,kikuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
1021,Eriobotrya japonica,kitundu,Kenya,kitundu,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.057142857,Accepted,scientific_name,kitundu,Kitunda,both,Eriobotrya japonica
1022,Erythrina melanacantha,kikweo,Kenya,kikweo,local_name (replaced NA),Kenya,Erythrina melanacantha Taub. ex Harms,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Erythrina,Erythrina melanacantha,99,Erythrina melanacantha,Kitweo,Kenya,R,erythrina melanacantha,0.088888889,Accepted,scientific_name,kikweo,Kitweo,both,Erythrina melanacantha
1023,Senna siamea,muketa,Kenya,muketa,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0.066666667,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1024,Eriobotrya japonica,kitunda,Kenya,kitunda,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0,Accepted,scientific_name,kitundu,Kitunda,both,Eriobotrya japonica
1025,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1026,Psidium guajava,kivela,Kenya,kivela,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Kivela,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
1027,Syzygium cordatum,kithambalau,Kenya,kithambalau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,kithambalau,Kenya,V,syzygium cordatum,0,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
1028,Prunus africana,Mwera,Kenya,mwera,local_name (replaced NA),Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,Mweria,Kenya,R,prunus africana,0.033333333333333326,Accepted,scientific_name,mwera,Mweria,both,Prunus africana
1029,,Ndido,Kenya,ndido,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1030,,Ngoviani,Kenya,ngoviani,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1031,Tamarindus indica,Mkwaju,Kenya,mkwaju,local_name (replaced NA),Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,Mkwayu,Kenya,R,tamarindus indica,0.066666667,Accepted,scientific_name,mkwachu,Mkwachu,both,Tamarindus indica
1032,Grevillea robusta,,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
1033,Melia azedarach,mpenda bure,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
1034,,dakika tatu,Kenya,dakika tatu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1035,Dovyalis caffra,kayaba,Kenya,kayaba,local_name (replaced NA),Kenya,Dovyalis caffra (Hook.fil. & Harv.) Warb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Salicaceae,Dovyalis,Dovyalis caffra,99,Dovyalis caffra,Kaiyaba,Kenya,R,dovyalis caffra,0.038095238,Accepted,scientific_name,kayaba,Kaiyaba,both,Dovyalis caffra
1036,Casuarina equisetifolia,kasorina,Kenya,kasorina,local_name (replaced NA),Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,Kasorina,Kenya,V,casuarina equisetifolia,0,Accepted,scientific_name,casolina,casolina,both,Casuarina equisetifolia
1037,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
1038,Grevillea robusta,,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
1039,Citrus reticulata,pixie,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixie,pixie ,both,Citrus reticulata
1040,Citrus limon,kitimu,Kenya,kitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1041,Memecylon klaineanum,Ndido,Kenya,memecylon klaineanum,scientific_name,Kenya,Memecylon klaineanum Jacq.-Fél.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Melastomataceae,Memecylon,Memecylon klaineanum,100,Memecylon klaineanum,,,,,,,,,,both,Memecylon klaineanum
1042,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
1043,Azadirachta indica,neem,Kenya,neem,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Neem,Uganda,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
1044,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1045,,mchora,Kenya,mchora,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1046,Carica papaya,pawpaw,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
1047,Annona cherimola,mutomoko,Kenya,mutomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,Mtomoko,Kenya,R,annona cherimola,0.0375,Accepted,scientific_name,mtomoko,Mtomoko,both,Annona cherimola
1048,Leucaena,lucena,Kenya,lucena,local_name (replaced NA),Kenya,Leucaena Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,,85,Leucaena,lucena,,T,leuceana spp,0,Accepted,scientific_name,lucena,lucena,both,Leucaena
1049,Delonix regia,Christmas tree,Kenya,christmas tree,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,christmas tree,Kenya,V,delonix regia,0,Accepted,scientific_name,mrismas,mkrismas,both,Delonix regia
1050,Passiflora edulis,passion,Kenya,passion,local_name (replaced NA),Kenya,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Passifloraceae,Passiflora,Passiflora edulis,100,Passiflora edulis,passion,,J,passiflora edulis,0,Accepted,scientific_name,kikundi,kikundi,both,Passiflora edulis
1051,Croton megalocarpus,croton,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
1052,Phoenix dactylifera,dates,Kenya,dates,local_name (replaced NA),Kenya,Phoenix dactylifera L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,100,Phoenix dactylifera,dates,Kenya,V,phoenix dactylifera,0,Accepted,scientific_name,ndende,Ndende,both,Phoenix dactylifera
1053,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
1054,Melia volkensii,melia,Kenya,melia,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,melia,Kenya,V,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
1055,Delonix regia,Christmas tree,Kenya,christmas tree,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,christmas tree,Kenya,V,delonix regia,0,Accepted,scientific_name,mrismas,mkrismas,both,Delonix regia
1056,Acacia,acacia,Kenya,acacia,local_name (replaced NA),Kenya,Acacia Mill.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,,96,Acacia,acacia,,T,acacia spp,0,Accepted,scientific_name,acacia,acacia,both,Acacia
1057,Annona cherimola,mutomoko,Kenya,mutomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,Mtomoko,Kenya,R,annona cherimola,0.0375,Accepted,scientific_name,mtomoko,Mtomoko,both,Annona cherimola
1058,Croton megalocarpus,croton,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
1059,Azadirachta indica,neem,Kenya,neem,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Neem,Uganda,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
1060,,termarind,Kenya,termarind,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1061,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
1062,Monoon longifolium,ash oak,Kenya,ash oak,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ash oak,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
1063,Senna siamea,mukenea,Kenya,mukenea,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0.044444444,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1064,Psidium guajava,guava,Kenya,guava,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Guava,Uganda,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
1065,Melia volkensii,melia,Kenya,melia,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,melia,Kenya,V,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
1066,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
1067,Carica papaya,pawpaw,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
1068,Croton megalocarpus,croton,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
