,Scientific name,Local name,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
710,Croton megalocarpus,croton,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
711,Grevillea robusta,gruevelia,Kenya,gruevelia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,gruvelia,,T,grevillea robusta,0.055092593,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
712,,mukweo,Kenya,mukweo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
713,Syzygium cordatum,nzambalau,Kenya,nzambalau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,nzambalau,Kenya,V,syzygium cordatum,0,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
714,Cordia africana,muringa,Kenya,muringa,local_name (replaced NA),Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,Muringa,Kenya,R,cordia africana,0,Accepted,scientific_name,muringa,Muringa,both,Cordia africana
715,Melia volkensii,melia,Kenya,melia,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,melia,Kenya,V,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
716,Kigelia africana,kiatine,Kenya,kiatine,local_name (replaced NA),Kenya,Kigelia africana (Lam.) Benth.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Kigelia,Kigelia africana,100,Kigelia africana,kiatine,Kenya,V,kigelia africana,0,Accepted,scientific_name,kiatine,kiatine,both,Kigelia africana
717,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
718,Psidium guajava,kivela,Kenya,kivela,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Kivela,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
719,,Nairobi tree,Kenya,nairobi tree,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
720,Jacaranda mimosifolia,jacaranda,Kenya,jacaranda,local_name (replaced NA),Kenya,Jacaranda mimosifolia D.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Jacaranda,Jacaranda mimosifolia,100,Jacaranda mimosifolia,Jacaranda,Uganda,R,jacaranda mimosifolia,0,Accepted,scientific_name,jacaranda,Jacaranda,both,Jacaranda mimosifolia
721,Delonix regia,Christmas tree,Kenya,christmas tree,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,christmas tree,Kenya,V,delonix regia,0,Accepted,scientific_name,mrismas,mkrismas,both,Delonix regia
722,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
723,Casuarina equisetifolia,casolina,Kenya,casolina,local_name (replaced NA),Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,casolina,Kenya,V,casuarina equisetifolia,0,Accepted,scientific_name,casolina,casolina,both,Casuarina equisetifolia
724,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
725,Mangifera indica,mangoes,Kenya,mangoes,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mangoes,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
726,Persea americana,avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
727,,permagranate,Kenya,permagranate,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
728,Psidium guajava,guava,Kenya,guava,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Guava,Uganda,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
729,Annona squamosa,matomoko,Kenya,matomoko,local_name (replaced NA),Kenya,Annona squamosa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona squamosa,99,Annona squamosa,Matomoko,Kenya,R,annona squamosa,0,Accepted,scientific_name,matomoko,Matomoko,both,Annona squamosa
730,Monoon longifolium,ashock,Kenya,ashock,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0.033333333333333326,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
731,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
732,,aukeria,Kenya,aukeria,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
733,Grevillea robusta,gruevelia,Kenya,gruevelia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,gruvelia,,T,grevillea robusta,0.055092593,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
734,Vitex keniensis,Meru oak,Kenya,meru oak,local_name (replaced NA),Kenya,Vitex keniensis Turrill,SPECIES,SYNONYM,Plantae,Tracheophyta,Lamiales,Lamiaceae,Vitex,Vitex fischeri,100,Vitex keniensis,Meru oak,Kenya,R,vitex keniensis,0,Accepted,scientific_name,meru oak,Meru oak,both,Vitex keniensis
735,Senna spectabilis,senna spectabilis,Kenya,senna spectabilis,local_name (replaced NA),Kenya,Senna spectabilis (DC.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna spectabilis,100,Senna spectabilis,,,,,,,,,,both,Senna spectabilis
736,Senna siamea,senna siamea,Kenya,senna siamea,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,,,,,,,,,,both,Senna siamea
737,Buddleja polystachya,pine,Kenya,pine,local_name (replaced NA),Kenya,Buddleja polystachya Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Scrophulariaceae,Buddleja,Buddleja polystachya,100,Buddleja polystachya,Pinet,Kenya,R,buddleja polystachya,0.040000000000000036,Accepted,scientific_name,pine,Pinet,both,Buddleja polystachya
738,Cupressus lusitanica,cypress,Kenya,cypress,local_name (replaced NA),Kenya,Cupressus lusitanica Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,Cupressus lusitanica,99,Cupressus lusitanica,cypress,,J,cupressus lusitanica,0,Accepted,scientific_name,cypress,cypress,both,Cupressus lusitanica
739,Monoon longifolium,Ashok,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
740,Azadirachta indica,mwarubaini,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
741,Senna siamea,Mjohoro,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
742,Monoon longifolium,Ashok,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
743,Citrus limon,kitimu,Kenya,kitimu,local_name (replaced Unknown),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
744,Syzygium cordatum,zambarau,Kenya,zambarau,local_name (replaced Unknown),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,zambarao,Kenya,V,syzygium cordatum,0.050000000000000044,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
745,Melia azedarach,Mpenda Bure,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
746,Senna siamea,Mjohoro,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
747,Grevillea robusta,Gravelia,Kenya,gravelia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,gravelia,,J,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
748,Acacia tortilis,kimwaa,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
749,Senna siamea,mukyora,Kenya,senna siammea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,98,Senna siamea,,,,,,,,,,both,Senna siamea
750,Acacia mellifera,muthiya,Kenya,acacia mellifera,scientific_name,Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,,,,,,,,,,both,Acacia mellifera
751,Casuarina equisetifolia,kashorina,Kenya,casuarina equisetifolia,scientific_name,Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,,,,,,,,,,both,Casuarina equisetifolia
752,Croton megalocarpus,mutjuru,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
753,Azadirachta indica,mwarobaini,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
754,Citrus limon,matimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
755,Ficus sycomorus,makuyu,Kenya,ficus sycomorus,scientific_name,Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,,,,,,,,,,both,Ficus sycomorus
756,Carica papaya,pawpaw,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
757,Mangifera indica,maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
758,Thunbergia usambarica,isavi,Kenya,thunbergia usambarica,scientific_name,Kenya,Thunbergia usambarica Lindau,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Acanthaceae,Thunbergia,Thunbergia usambarica,100,Thunbergia usambarica,,,,,,,,,,both,Thunbergia usambarica
759,Senna siamea,mukyora,Kenya,senna siamme,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
760,Acacia polyacantha,munina,Kenya,acacia polyacantha,scientific_name,Kenya,Acacia polyacantha Willd.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia polyacantha,100,Acacia polyacantha,,,,,,,,,,both,Acacia polyacantha
761,Kigelia africana,Kiatine,Kenya,kiatine,local_name (replaced NA),Kenya,Kigelia africana (Lam.) Benth.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Kigelia,Kigelia africana,100,Kigelia africana,kiatine,Kenya,V,kigelia africana,0,Accepted,scientific_name,kiatine,kiatine,both,Kigelia africana
762,Monoon longifolium,mululu,Kenya,ashok,scientific_name,Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
763,Annona squamosa,Matomoko,Kenya,matomoko,local_name (replaced NA),Kenya,Annona squamosa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona squamosa,99,Annona squamosa,Matomoko,Kenya,R,annona squamosa,0,Accepted,scientific_name,matomoko,Matomoko,both,Annona squamosa
764,Melia volkensii,Melia,Kenya,melia,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,melia,Kenya,V,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
765,Cordia africana,Muringa,Kenya,muringa,local_name (replaced NA),Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,Muringa,Kenya,R,cordia africana,0,Accepted,scientific_name,muringa,Muringa,both,Cordia africana
766,Grevillea robusta,Mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
767,Citrus sinensis,oranges,Kenya,oranges,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange,Kenya,V,citrus sinensis,0.028571429,Accepted,scientific_name,orange pixes,orange,both,Citrus sinensis
768,Pseudocedrela kotschyi,Mavela,Kenya,mavela,local_name (replaced NA),Kenya,Pseudocedrela kotschyi (Schweinf.) Harms,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Pseudocedrela,Pseudocedrela kotschyi,100,Pseudocedrela kotschyi,Mala,Uganda,R,pseudocedrela kotschyi,0.088888889,Accepted,scientific_name,mavela,Mala,both,Pseudocedrela kotschyi
769,Lannea schweinfurthii,Mumbaaume,Kenya,mumbaaume,local_name (replaced NA),Kenya,Lannea schweinfurthii (Engl.) Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Lannea,Lannea schweinfurthii,100,Lannea schweinfurthii,mumbu,Tanzania,R,lannea schweinfurthii,0.088888889,Accepted,scientific_name,mumbaaume,mumbu,both,Lannea schweinfurthii
770,Senna siamea,Mjohoro,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
771,Acacia gerrardii,Muthi,Kenya,muthi,local_name (replaced NA),Kenya,Acacia gerrardii Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia gerrardii,100,Acacia gerrardii,Muthi,Kenya,R,acacia gerrardii,0,Accepted,scientific_name,muthi,Muthi,both,Acacia gerrardii
772,Croton megalocarpus,Kithulu,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
773,Citrus limon,Ndimu,Kenya,ndimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,Ndimu,Zambia,R,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
774,,Australian grevillea,Kenya,australian grevillea,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
775,Citrus limon,Ndimu,Kenya,ndimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,Ndimu,Zambia,R,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
776,Citrus reticulata,pixes,Kenya,pixes,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixel,Kenya,V,citrus reticulata,0.08,Accepted,scientific_name,pixie,pixie ,both,Citrus reticulata
777,Mangifera indica,mangoes,Kenya,mangoes,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mangoes,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
778,Dombeya torrida,Mukweu,Kenya,mukweu,local_name (replaced NA),Kenya,Dombeya torrida (J.F.Gmel.) Bamps,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Dombeya,Dombeya torrida,99,Dombeya torrida,Mukeu,Kenya,R,dombeya torrida,0.038888889,Accepted,scientific_name,mukweu,Mukeu,both,Dombeya torrida
779,Eucalyptus camaldulensis,Musanduku,Kenya,musanduku,local_name (replaced NA),Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,Musanduku,Kenya,R,eucalyptus camaldulensis,0,Accepted,scientific_name,musanduku,Musanduku,both,Eucalyptus camaldulensis
780,Persea americana,Ivakato,Kenya,ivakato,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,ivakato,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
781,Psidium guajava,Mipera,Kenya,mipera,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Mpera,Kenya,R,psidium guajava,0.05,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
782,,Bishop,Kenya,bishop,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
783,Psidium guajava,Mipera,Kenya,mipera,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Mpera,Kenya,R,psidium guajava,0.05,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
784,Acacia tortilis,Mwaa,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
785,,Muloikena,Kenya,muloikena,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
786,Malus domestica,apple,Kenya,apple,local_name (replaced NA),Kenya,Malus domestica (Suckow) Borkh.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Malus,Malus domestica,99,Malus domestica,Apple,Ethiopia,R,malus domestica,0,Accepted,scientific_name,apple,Apple,both,Malus domestica
