,Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
881,Manihot glaziovii,yanga,38,35,FRUITS ,,TRUE,Kenya,yanga,local_name (replaced Unknown),Kenya,Manihot glaziovii Müll.Arg.,SPECIES,SYNONYM,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Manihot,Manihot carthagenensis,100,Manihot glaziovii,Kyanga,Kenya,R,manihot glaziovii,0.055555556,Accepted,scientific_name,yanga,Kyanga,both,Manihot glaziovii
882,Eriobotrya japonica,kitundu,50,43,SHADE FIREWOOD ,,FALSE,Kenya,kitundu,local_name (replaced Unknown),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.057142857,Accepted,scientific_name,kitundu,Kitunda,both,Eriobotrya japonica
883,Jacaranda mimosifolia,jacaranda,10,7,OTHER FIREWOOD ,,FALSE,Kenya,jacaranda mimosifolia,scientific_name,Kenya,Jacaranda mimosifolia D.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Jacaranda,Jacaranda mimosifolia,100,Jacaranda mimosifolia,,,,,,,,,,both,Jacaranda mimosifolia
884,Psidium guajava,kivela,3,2,FRUITS FIREWOOD ,,TRUE,Kenya,kivela,local_name (replaced Unknown),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Kivela,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
885,Azadirachta indica,Mwarobaini,100,83,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
886,Croton macrostachyus,mutundu,5,3,SHADE FIREWOOD ,,FALSE,Kenya,mutundu,local_name (replaced Unknown),Kenya,Croton macrostachyus Hochst. ex Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton macrostachyus,99,Croton macrostachyus,Mutuntu,Kenya,R,croton macrostachyus,0.057142857,Accepted,scientific_name,mutundu,Mutuntu,both,Croton macrostachyus
887,Monoon longifolium,ashok,30,28,SHADE ,beautification,FALSE,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
888,Prunus africana,Mngima,25,25,MEDICINAL SHADE ,,FALSE,Kenya,prunus africana,scientific_name,Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,,,,,,,,,,both,Prunus africana
889,Carica papaya,pawpaw,10,5,FRUITS ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
890,Melia volkensii,kirumbutu,20,18,FIREWOOD CONSTRUCTION SHADE OTHER ,furniture,FALSE,Kenya,kirumbutu,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Kirumbutu,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
891,Croton megalocarpus,croton,100,92,FIREWOOD SHADE OTHER ,windbreakers,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
892,,mwavuli,7,6,FIREWOOD SHADE OTHER ,Aesthetic,FALSE,Kenya,mwavuli,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
893,Syzygium cumini,Mzabarau,150,140,FRUITS MEDICINAL SHADE ,,TRUE,Kenya,mzabarau,local_name (replaced NA),Kenya,Syzygium cumini (L.) Skeels,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,100,Syzygium cumini,Mzambarau,Kenya,R,syzygium cumini,0.025925925925925908,Accepted,scientific_name,mzabarau,Mzambarau,both,Syzygium cumini
894,Mangifera indica,kiembe,14,14,FIREWOOD FRUITS ,,TRUE,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
895,Persea americana,muovacado,32,26,FRUITS SHADE ,,TRUE,Kenya,muovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
896,Prosopis africana,kiinga,10,8,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,kiinga,local_name (replaced NA),Kenya,Prosopis africana (Guill. & Perr.) Taub.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Prosopis,Prosopis africana,100,Prosopis africana,Kijing,Uganda,R,prosopis africana,0.088888889,Accepted,scientific_name,kiinga,Kijing,both,Prosopis africana
897,,Boganvilia,5,2,SHADE ,,FALSE,Kenya,boganvilia,local_name (replaced NA),Kenya,,,,,,,,,,,,Boganvilia,Kenya,V,bougainvillea,0,Accepted,scientific_name,,,both,
898,Eriobotrya japonica,Kiundwa,5,3,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,kiundwa,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.076190476,Accepted,scientific_name,kitundu,Kitunda,both,Eriobotrya japonica
899,Mangifera indica,Maembe,20,10,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
900,Eucalyptus camaldulensis,musanduku,55,50,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,musanduku,local_name (replaced Unknown),Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,Musanduku,Kenya,R,eucalyptus camaldulensis,0,Accepted,scientific_name,musanduku,Musanduku,both,Eucalyptus camaldulensis
901,Rauvolfia caffra,Mutuluku,20,10,SHADE SOIL_FERTILITY ,,FALSE,Kenya,mutuluku,local_name (replaced NA),Kenya,Rauvolfia caffra Sond.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia caffra,100,Rauvolfia caffra,Mutuu,Kenya,R,rauvolfia caffra,0.075,Accepted,scientific_name,mutuluku,Mutuu,both,Rauvolfia caffra
902,Mangifera indica,Maembe,20,10,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
903,Carica papaya,Kivavai,200,180,SOIL_FERTILITY SHADE FRUITS ,,TRUE,Kenya,carica papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,,,,,,,,,,both,Carica papaya
904,Cupressus,msumbesu,30,30,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,cypruss,scientific_name,Kenya,Cupressus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,,95,Cupressus,cyprus,,T,cupressus spp,0.028571429,Accepted,scientific_name,cypruss,cyprus,both,Cupressus
905,Grevillea robusta,mukima,50,45,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,mukima,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
906,Persea americana,kikolovia,25,20,FRUITS FIREWOOD SHADE ,,TRUE,Kenya,kikolovia,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,kikolovia,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
907,Carica papaya,Pawpaw,200,50,MEDICINAL FRUITS ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
908,Grevillea robusta,Grevilea,10,1,SHADE CONSTRUCTION ,,FALSE,Kenya,grevilea,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grevillea,,T,grevillea robusta,0.022222222222222254,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
909,Azadirachta indica,Mwarubaini,100,100,SHADE MEDICINAL ,,FALSE,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
910,,Araucaria,30,30,SHADE OTHER ,ornamental,FALSE,Kenya,araucaria,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
911,Leucaena,lucena,30,25,FIREWOOD SOIL_FERTILITY FODDER SHADE CONSTRUCTION ,,FALSE,Kenya,lucena,local_name (replaced NA),Kenya,Leucaena Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,,85,Leucaena,lucena,,T,leuceana spp,0,Accepted,scientific_name,lucena,lucena,both,Leucaena
912,Mangifera indica,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
913,Senna siamea,mlezeni,450,420,SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
914,Ficus sycomorus,Kikuyu,70,68,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kikuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,kikuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
915,Mangifera indica,kiembe,100,80,FIREWOOD FRUITS ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
916,Azadirachta indica,mwarubaini,10,10,FIREWOOD CONSTRUCTION MEDICINAL ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
917,Gliricidia sepium,grecidia,10,10,SHADE ,,FALSE,Kenya,grecidia,local_name (replaced NA),Kenya,Gliricidia sepium (Jacq.) Kunth,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Gliricidia,Gliricidia sepium,99,Gliricidia sepium,Glyricedia,,J,gliricidia sepium,0.0975,Accepted,scientific_name,gricedia,Glyricedia,both,Gliricidia sepium
918,Senna siamea,Mjohoro,250,200,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
919,Persea americana,muovacado,32,26,FRUITS SHADE ,,TRUE,Kenya,muovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
920,Ficus sycomorus,kikuyu,2,2,FIREWOOD SHADE ,,FALSE,Kenya,kikuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,kikuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
921,Persea americana,muovacado,32,26,FRUITS SHADE ,,TRUE,Kenya,muovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
922,Mangifera indica,mango,4,4,FRUITS SHADE ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
923,Rauvolfia caffra,Mutuluku,20,10,SHADE SOIL_FERTILITY ,,FALSE,Kenya,mutuluku,local_name (replaced NA),Kenya,Rauvolfia caffra Sond.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Gentianales,Apocynaceae,Rauvolfia,Rauvolfia caffra,100,Rauvolfia caffra,Mutuu,Kenya,R,rauvolfia caffra,0.075,Accepted,scientific_name,mutuluku,Mutuu,both,Rauvolfia caffra
924,Persea americana,kikolovia,50,47,SHADE FRUITS FIREWOOD ,,TRUE,Kenya,kikolovia,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,kikolovia,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
925,Eucalyptus camaldulensis,musanduku,80,72,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,musanduku,local_name (replaced Unknown),Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,Musanduku,Kenya,R,eucalyptus camaldulensis,0,Accepted,scientific_name,musanduku,Musanduku,both,Eucalyptus camaldulensis
926,,Benjamin,100,72,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,benjamin,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
927,Juniperus procera,mutalakwe,15,9,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,mutalakwe,local_name (replaced Unknown),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mutarakwa,Kenya,R,juniperus procera,0.088888889,Accepted,scientific_name,mutalakwe,Mutarakwa,both,Juniperus procera
928,Persea americana,kikolovia,25,20,FRUITS SHADE FIREWOOD ,,TRUE,Kenya,kikolovia,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,kikolovia,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
929,Grevillea robusta,mukima,5,3,SHADE FIREWOOD ,,FALSE,Kenya,mukima,local_name (replaced Unknown),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
930,Grevillea robusta,gravelia,15,12,SHADE ,,FALSE,Kenya,gravelia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,gravelia,,J,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
931,Azadirachta indica,mwarubaini,10,8,SHADE MEDICINAL ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
932,Leucaena leucocephala,Lusina,20,10,SOIL_FERTILITY SHADE FODDER ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
933,Senna siamea,Mlezeni,100,100,SHADE FIREWOOD ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
934,Mangifera indica,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
935,Croton megalocarpus,croton,15,15,FIREWOOD OTHER FODDER CONSTRUCTION ,seed collection,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
936,Carica papaya,pawpaw,20,15,FRUITS ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
937,Senna siamea,mlezeni,50,45,FIREWOOD CONSTRUCTION SHADE OTHER ,windbreakers,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
938,Moringa oleifera,Musungwa,846,838,SOIL_FERTILITY FRUITS FIREWOOD ,,TRUE,Kenya,musungwa,local_name (replaced NA),Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,Muzungwa,Kenya,R,moringa oleifera,0.066666667,Accepted,scientific_name,moringa,moringa,both,Moringa oleifera
939,Mangifera indica,kiembe,60,50,FRUITS SHADE ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
940,Melia volkensii,mukau,20,17,FODDER FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
941,Delonix regia,Christmas tree,10,10,SHADE ,,FALSE,Kenya,christmas tree,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,christmas tree,Kenya,V,delonix regia,0,Accepted,scientific_name,mkrismas,mkrismas,both,Delonix regia
942,Azadirachta indica,Mwarubaini,300,280,SHADE MEDICINAL ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
943,Azadirachta indica,Mwarubaini,300,280,SHADE MEDICINAL ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
944,,Mchrismass,53,53,SHADE ,,FALSE,Kenya,mchrismass,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
945,Mangifera indica,mango,4,4,FRUITS SHADE ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
946,Azadirachta indica,mwarubaini,15,12,MEDICINAL SHADE ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
947,Eucalyptus,eucalyptus,300,285,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,eucalyptus,local_name (replaced NA),Kenya,Eucalyptus L'Hér.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,,95,Eucalyptus,eucalyptus,,T,eucalyptus spp,0,Accepted,scientific_name,eucalyptus,eucalyptus,both,Eucalyptus
948,,lukewart,20,18,FIREWOOD FRUITS SHADE ,,TRUE,Kenya,lukewart,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
949,Sesbania sesban,munyonyo,20,14,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,munyonyo,local_name (replaced NA),Kenya,Sesbania sesban (L.) Merr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Sesbania,Sesbania sesban,99,Sesbania sesban,Munyongo,Kenya,R,sesbania sesban,0.050000000000000044,Accepted,scientific_name,munyonyo,Munyongo,both,Sesbania sesban
950,Carica papaya,Pawpaw,22,13,MEDICINAL FRUITS ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
951,Persea americana,muovacado,32,26,FRUITS SHADE ,,TRUE,Kenya,muovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
952,Azadirachta indica,mwarubaini,15,12,MEDICINAL SHADE ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
