,Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
953,,Bixa,50,40,SOIL_FERTILITY FRUITS FIREWOOD SHADE ,food color,TRUE,Kenya,bixa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
954,Juniperus procera,mutalakwe,50,46,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,mutalakwe,local_name (replaced Unknown),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mutarakwa,Kenya,R,juniperus procera,0.088888889,Accepted,scientific_name,mutalakwe,Mutarakwa,both,Juniperus procera
955,Persea americana,kikolovia,50,47,SHADE FRUITS FIREWOOD ,,TRUE,Kenya,kikolovia,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,kikolovia,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
956,Eucalyptus camaldulensis,musanduku,55,50,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,musanduku,local_name (replaced Unknown),Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,Musanduku,Kenya,R,eucalyptus camaldulensis,0,Accepted,scientific_name,musanduku,Musanduku,both,Eucalyptus camaldulensis
957,Citrus limon,Ndimu,20,18,FIREWOOD FRUITS FODDER SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
958,Citrus limon,Itimo,500,420,FIREWOOD SOIL_FERTILITY FODDER CONSTRUCTION SHADE FRUITS ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
959,Citrus sinensis,Kisungwa,500,450,FIREWOOD SOIL_FERTILITY SHADE FRUITS ,,TRUE,Kenya,citrus sinensis,scientific_name,Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,,,,,,,,,,both,Citrus sinensis
960,Citrus reticulata,pixie,500,400,FIREWOOD SOIL_FERTILITY FODDER SHADE FRUITS ,,TRUE,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
961,Callistemon citrinus,"bottle 
bottle brush",8,5,SHADE FIREWOOD ,,FALSE,Kenya,bottle bottle brush,local_name (replaced Unknown),Kenya,Callistemon citrinus (Curtis) Skeels,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Callistemon,Callistemon citrinus,99,Callistemon citrinus,Bottlebrush,Uganda,R,callistemon citrinus,0.084210526,Accepted,scientific_name,bottle brush,Bottlebrush,both,Callistemon citrinus
962,Melia azadirachta,Mpenda bure,30,20,SHADE CONSTRUCTION ,,FALSE,Kenya,melia azadirach,scientific_name,Kenya,Melia azadirachta L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,95,Melia azadirachta,,,,,,,,,,both,Melia azadirachta
963,Casuarina equisetifolia,Casuarina,50,12,SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,casuarina,local_name (replaced NA),Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,casuarina,,T,casuarina equisetifolia,0,Accepted,scientific_name,casorina tree,casorina tree,both,Casuarina equisetifolia
964,Trichilia emetica,,200,200,SHADE ,,FALSE,Kenya,trichilia emetica,scientific_name,Kenya,Trichilia emetica (Forssk.) Vahl,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Trichilia,Trichilia emetica,100,Trichilia emetica,,,,,,,,,,both,Trichilia emetica
965,,apple Mango,1,1,FRUITS SHADE ,,TRUE,Kenya,apple mango,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
966,Casuarina equisetifolia,Casuarina,10,10,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,casuarina,local_name (replaced NA),Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,casuarina,,T,casuarina equisetifolia,0,Accepted,scientific_name,casorina tree,casorina tree,both,Casuarina equisetifolia
967,Umbrella,umbrella tree,100,96,SHADE ,,FALSE,Kenya,umbrella tree,local_name (replaced NA),Kenya,"Umbrella Conrad, 1854",GENUS,ACCEPTED,incertae sedis,,,,Umbrella,,91,Umbrella,,,,,,,,,,both,Umbrella
968,Leucaena,lucena,30,25,FIREWOOD SOIL_FERTILITY FODDER SHADE CONSTRUCTION ,,FALSE,Kenya,lucena,local_name (replaced NA),Kenya,Leucaena Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,,85,Leucaena,lucena,,T,leuceana spp,0,Accepted,scientific_name,lucena,lucena,both,Leucaena
969,Mangifera indica,Mango,25,23,FIREWOOD FRUITS SHADE ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
970,Mangifera indica,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
971,Eucalyptus camaldulensis,musanduku,50,42,CONSTRUCTION FIREWOOD ,,FALSE,Kenya,musanduku,local_name (replaced Unknown),Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,Musanduku,Kenya,R,eucalyptus camaldulensis,0,Accepted,scientific_name,musanduku,Musanduku,both,Eucalyptus camaldulensis
972,Citrus sinensis,kisungwa,25,18,SOIL_FERTILITY FIREWOOD FRUITS ,,TRUE,Kenya,kisungwa,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,kisungwa,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
973,Syzygium cordatum,kisambalau,5,3,FIREWOOD FRUITS ,,TRUE,Kenya,kisambalau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,kisambalau,Kenya,V,syzygium cordatum,0,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
974,Carica papaya,kipapai,50,40,FRUITS ,,TRUE,Kenya,kipapai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
975,Carica papaya,papai,10,6,FRUITS ,,TRUE,Kenya,papai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0.095238095,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
976,Cupressus lusitanica,cypress,320,290,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,cypress,local_name (replaced NA),Kenya,Cupressus lusitanica Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,Cupressus lusitanica,99,Cupressus lusitanica,cypress,,J,cupressus lusitanica,0,Accepted,scientific_name,cypress,cypress,both,Cupressus lusitanica
977,,Mango grafted,20,14,FRUITS SHADE ,,TRUE,Kenya,mango grafted,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
978,Moringa oleifera,Moringa,34,23,MEDICINAL ,,FALSE,Kenya,moringa,local_name (replaced NA),Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,moringa,Kenya,V,moringa oleifera,0,Accepted,scientific_name,moringa,moringa,both,Moringa oleifera
979,Azadirachta indica,mwarubaini,15,12,MEDICINAL SHADE ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
980,Citrus reticulata,Pixie,1500,1200,SOIL_FERTILITY CONSTRUCTION FRUITS FIREWOOD FODDER SHADE ,,TRUE,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
981,Psidium guajava,kivela,3,2,FRUITS FIREWOOD ,,TRUE,Kenya,kivela,local_name (replaced Unknown),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Kivela,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
982,Balanites aegyptiaca,Kiluli,10,8,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,kiluli,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0.028571429,Accepted,scientific_name,ndului,ndului,both,Balanites aegyptiaca
983,Psidium guajava,Kivela guava,100,80,FIREWOOD SOIL_FERTILITY SHADE FRUITS ,,TRUE,Kenya,kivela guava,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Kivela,Kenya,R,psidium guajava,0.1,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
984,Psidium guajava,Guava,10,5,FRUITS MEDICINAL SHADE SOIL_FERTILITY FIREWOOD FODDER ,,TRUE,Kenya,guava,scientific_name,Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Guava,Uganda,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
985,Mangifera indica,Mugamu,30,25,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
986,Jatropha curcas,kyowa,20,9,FIREWOOD SHADE ,,FALSE,Kenya,kyowa,local_name (replaced Unknown),Kenya,Jatropha curcas L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,99,Jatropha curcas,Kiryowa,Uganda,R,jatropha curcas,0.085714286,Accepted,scientific_name,kyowa,Kiryowa,both,Jatropha curcas
987,,muvinza,25,16,FIREWOOD SHADE ,,FALSE,Kenya,muvinza,local_name (replaced Unknown),,,,,,,,,,,,,,,,,,,,,,left_only,
988,Grevillea robusta,mukima,30,25,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,mukima,local_name (replaced Unknown),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
989,Azadirachta indica,muarobaini,20,12,MEDICINAL SHADE ,,FALSE,Kenya,muarobaini,local_name (replaced Unknown),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.093333333,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
990,Senna siamea,Mlezeni,30,10,SHADE FIREWOOD ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
991,Umbrella,umbrella tree,200,200,SHADE ,,FALSE,Kenya,umbrella tree,local_name (replaced NA),Kenya,"Umbrella Conrad, 1854",GENUS,ACCEPTED,incertae sedis,,,,Umbrella,,91,Umbrella,,,,,,,,,,both,Umbrella
992,Terminalia catappa,Mkungu,10,10,SHADE NUTS ,,FALSE,Kenya,mkungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mkungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
993,Croton megalocarpus,croton,15,15,FIREWOOD OTHER FODDER CONSTRUCTION ,seed collection,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
994,,msoda,20,20,FIREWOOD ,Aesthetic on fence,FALSE,Kenya,msoda,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
995,,unknown,9,9,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
996,Grevillea robusta,gruevelia,160,120,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,gruevelia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,gruvelia,,T,grevillea robusta,0.055092593,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
997,Mangifera indica,Grafted Orange,36,23,FRUITS SHADE ,,TRUE,Kenya,grafted orange,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,grafted mango,,T,mangifera indica,0.077289377,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
998,Annona cherimola,Ndomoko,20,9,MEDICINAL ,,FALSE,Kenya,ndomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,ndomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,kitomoko,kitomoko,both,Annona cherimola
999,Euphorbia tirucalli,ndau,10,8,SHADE FIREWOOD ,,FALSE,Kenya,euphorbia tirucalli,scientific_name,Kenya,Euphorbia tirucalli L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia tirucalli,99,Euphorbia tirucalli,,,,,,,,,,both,Euphorbia tirucalli
1000,Commiphora baluensis,itula,5,3,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,commiphora baluencis,scientific_name,Kenya,Commiphora baluensis Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora baluensis,96,Commiphora baluensis,,,,,,,,,,both,Commiphora baluensis
1001,Terminalia brownii,kiuuku,10,6,FODDER SHADE MEDICINAL FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kiuuku,local_name (replaced Unknown),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuuku,kiuuku,both,Terminalia brownii
1002,Acacia tortilis,kimwaa,10,7,FODDER SHADE FIREWOOD ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
1003,Azadirachta indica,mwarobaini,100,72,FODDER SHADE MEDICINAL FIREWOOD CONSTRUCTION ,,FALSE,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
1004,Cassia arereh,kyalandathe,10,9,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,cassia arereh,scientific_name,Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,,,,,,,,,,both,Cassia arereh
1005,Calliandra,kalila,70,58,SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,kalila,local_name (replaced Unknown),Kenya,Calliandra Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Calliandra,,96,Calliandra,kaliyan,,T,calliandra spp,0.09047619,Accepted,scientific_name,kalila,kaliyan,both,Calliandra
1006,Grevillea robusta,mukilisimasi,30,23,SHADE FIREWOOD ,,FALSE,Kenya,mukilisimasi,local_name (replaced Unknown),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0.1,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
1007,Acacia polyacantha,munina,10,6,FODDER SHADE FIREWOOD ,,FALSE,Kenya,acacia polyacantha,scientific_name,Kenya,Acacia polyacantha Willd.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia polyacantha,100,Acacia polyacantha,,,,,,,,,,both,Acacia polyacantha
1008,Melia volkensii,mukau,10,8,SHADE MEDICINAL FIREWOOD CONSTRUCTION ,,FALSE,Kenya,mukau,local_name (replaced Unknown),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
1009,Ficus sur,mukuyu,50,50,MEDICINAL SHADE FIREWOOD ,,FALSE,Kenya,mukuyu,local_name (replaced NA),Kenya,Ficus sur Forssk.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sur,100,Ficus sur,Mukuyu,Kenya,R,ficus sur,0,Accepted,scientific_name,mukuyu,Mukuyu,both,Ficus sur
1010,,muvaliti,500,450,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,muvaliti,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
1011,Croton megalocarpus,kithulu,1000,900,MEDICINAL NUTS SHADE FIREWOOD ,,FALSE,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
1012,Syzygium guineense,muvengele,80,75,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,muvengele,local_name (replaced NA),Kenya,Syzygium guineense (Willd.) DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium guineense,99,Syzygium guineense,muvengi,Tanzania,R,syzygium guineense,0.095238095,Accepted,scientific_name,muvengele,muvengi,both,Syzygium guineense
1013,Monoon longifolium,ash oak,6,6,CONSTRUCTION SOIL_FERTILITY FIREWOOD SHADE ,,FALSE,Kenya,ash oak,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ash oak,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
1014,Dalbergia melanoxylon,muvingo,8,8,CONSTRUCTION FIREWOOD FODDER ,,FALSE,Kenya,muvingo,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,Muvingo,Kenya,R,dalbergia melanoxylon,0,Accepted,scientific_name,mlingoswe,mlongoswe,both,Dalbergia melanoxylon
1015,Azadirachta indica,mwaluvaini,6,6,FIREWOOD FODDER SHADE MEDICINAL ,,FALSE,Kenya,mwaluvaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.093333333,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
1016,Olea europaea,muthata,5,5,CONSTRUCTION SOIL_FERTILITY FIREWOOD FODDER SHADE ,,FALSE,Kenya,muthata,local_name (replaced NA),Kenya,Olea europaea L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Oleaceae,Olea,Olea europaea,99,Olea europaea,Muthata,Kenya,R,olea europaea,0,Accepted,scientific_name,mkimbi,Mkumbi,both,Olea europaea
1017,Markhamia lutea,muuwa,6,6,CONSTRUCTION FRUITS FIREWOOD ,,TRUE,Kenya,muuwa,local_name (replaced NA),Kenya,Markhamia lutea (Benth.) K.Schum.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Markhamia,Markhamia lutea,100,Markhamia lutea,Muu,Kenya,R,markhamia lutea,0.093333333,Accepted,scientific_name,muuwa,Muu,both,Markhamia lutea
1018,Eucalyptus,eucalyptus,1000,950,MEDICINAL CONSTRUCTION FIREWOOD ,,FALSE,Kenya,eucalyptus,local_name (replaced NA),Kenya,Eucalyptus L'Hér.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,,95,Eucalyptus,eucalyptus,,T,eucalyptus spp,0,Accepted,scientific_name,eucalyptus,eucalyptus,both,Eucalyptus
1019,Grevillea robusta,gruvellia,25,25,SHADE SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,gruvellia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,gruvelia,,T,grevillea robusta,0.022222222222222254,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
1020,Senna siamea,mukengeta,15,14,SHADE CONSTRUCTION SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
1021,Mangifera indica,kiembe,2,2,FODDER SHADE FRUITS SOIL_FERTILITY FIREWOOD ,,TRUE,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
1022,Grevillea robusta,grevellia,50,45,SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,grevellia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grevellia,,J,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
